"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
"1",0,1.44250833581453,1.57055028823387,1.51392462095837,1.40324119552597,3.01406325334699,1.21540673601783,1.48606362118998,4.38262357400008,1.42165400296994,2.04997311603557,3.15878761521958,1.51253236615401,1.51894204015762,4.4083377079367,2.87466269480577,1.06587756289156,1.35417146907738,0.902712598600113,2.38537310516623,0.686077480186376,3.28335020668807,1.3797854596048,3.3950344408225,0.941865620148087,3.52594406097972
"2",1.44250833581453,0,0.872655575632604,0.388091415888967,0.311812139098354,3.13993993276196,0.268823533796607,0.942779249343282,4.17506616115694,0.381679339482999,1.61743757724685,2.72369440504379,1.47264786801353,0.100301972050484,5.61433048097644,3.28281505177963,1.6057705875206,2.28565078735688,1.11736138730196,2.30354335767115,0.935153360072577,2.92128432171558,0.556387259645336,3.82428016019827,0.508218541650187,3.63511012981181
"3",1.57055028823387,0.872655575632604,0,0.498829956923405,0.562577587175249,2.8729946574636,0.738407835015085,0.140147522287155,4.14741915785972,0.491461629324127,1.71018481852766,2.88801818748362,0.706263051498744,0.822268661832487,5.58831418087132,3.08674839661174,1.10569511804985,1.81383235777328,0.759168344569167,1.43911494673866,0.884758876243934,2.88402263543616,0.334886783552478,3.01524540700189,0.875725345294813,2.77163869936358
"4",1.51392462095837,0.388091415888967,0.498829956923405,0,0.125786947256764,3.01732861961075,0.361285557795107,0.590782379842515,4.14164622981243,0.093026518770198,1.60952303599144,2.75950919862402,1.15560506995355,0.32540328361714,5.65499244094139,3.20588517994046,1.40436669607907,2.11318629794844,0.945386705644553,1.937897958542,0.882502457553084,2.86988464210709,0.237321757800219,3.49771323732237,0.61262105463452,3.27045421332217
"5",1.40324119552597,0.311812139098354,0.562577587175249,0.125786947256764,0,3.0119523134277,0.235763487550267,0.631531515976747,4.14418198693358,0.0717080315738047,1.5953081517817,2.75336766668962,1.17263837076771,0.278804327537185,5.56650675662874,3.17531060638868,1.36615355958117,2.06708136843689,0.891822649318622,1.9918332822975,0.791155175328098,2.8793232022735,0.246485012836704,3.52336491630875,0.489677040737891,3.32359909492572
"6",3.01406325334699,3.13993993276196,2.8729946574636,3.01732861961075,3.0119523134277,0,3.02415704004558,2.83084610391902,5.07109910732481,2.99124181016573,3.39968424581352,1.7319494479245,2.73668186887378,3.13924297409762,4.14803754740788,0.671998428006118,2.73351312995087,2.86554066969982,2.77013056396786,2.92540000952234,2.85276675141551,4.13531452772191,2.9221766127828,3.56061403968292,2.99143878694019,3.54435096181928
"7",1.21540673601783,0.268823533796607,0.738407835015085,0.361285557795107,0.235763487550267,3.02415704004558,0,0.773824126595342,4.16012772104485,0.292762545492172,1.59551738505533,2.75434977848156,1.25615133156886,0.31604548318088,5.41539761007772,3.13994310501875,1.3429961028456,2.01779194443386,0.85324731678359,2.1250148319972,0.668701465608447,2.91228103768207,0.403734050833781,3.60080633135834,0.275902619773388,3.44953252454121
"8",1.48606362118998,0.942779249343282,0.140147522287155,0.590782379842515,0.631531515976747,2.83084610391902,0.773824126595342,0,4.1536731997778,0.564047407483728,1.72807627548587,2.91856752764932,0.577995327163443,0.904346716813676,5.48224887929732,3.02516987126472,0.967176742544837,1.67412667844765,0.641608216333972,1.36128067594587,0.805698233710371,2.90028727404067,0.386792690401934,2.90758515200258,0.868171423319631,2.69236400825568
"9",4.38262357400008,4.17506616115694,4.14741915785972,4.14164622981243,4.14418198693358,5.07109910732481,4.16012772104485,4.1536731997778,0,4.14039229033695,2.56648067608005,4.99607140930862,4.24225927659005,4.16924706493433,6.93262291819671,5.18061044888726,4.3112422682963,4.56392314324782,4.20884570883761,4.48606798138974,4.20911372254242,1.28317283576167,4.13675175350639,5.28245791623397,4.18381490675897,5.15056478040654
"10",1.42165400296994,0.381679339482999,0.491461629324127,0.093026518770198,0.0717080315738047,2.99124181016573,0.292762545492172,0.564047407483728,4.14039229033695,0,1.59998809813549,2.76384353083195,1.11261016937469,0.341239546584527,5.57363154558883,3.16265721226871,1.32978657286934,2.03543945975129,0.863532706669195,1.92300307824169,0.790093782566284,2.87338135035563,0.18328827954636,3.46161700858481,0.528541422288819,3.25511154141774
