Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: vowel 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.4859            -nan     0.1000    0.0530
     2        0.4424            -nan     0.1000    0.0186
     3        0.4071            -nan     0.1000    0.0140
     4        0.3786            -nan     0.1000    0.0128
     5        0.3601            -nan     0.1000    0.0080
     6        0.3439            -nan     0.1000    0.0065
     7        0.3235            -nan     0.1000    0.0076
     8        0.3121            -nan     0.1000    0.0050
     9        0.2971            -nan     0.1000    0.0045
    10        0.2815            -nan     0.1000    0.0015
    20        0.1944            -nan     0.1000    0.0040
    40        0.1171            -nan     0.1000    0.0005
    60        0.0880            -nan     0.1000    0.0001
    80        0.0650            -nan     0.1000    0.0002
   100        0.0550            -nan     0.1000    0.0004
   120        0.0463            -nan     0.1000    0.0001
   140        0.0387            -nan     0.1000   -0.0000
   150        0.0363            -nan     0.1000   -0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.4790            -nan     0.1000    0.0672
     2        0.4175            -nan     0.1000    0.0302
     3        0.3743            -nan     0.1000    0.0156
     4        0.3393            -nan     0.1000    0.0171
     5        0.3120            -nan     0.1000    0.0144
     6        0.2829            -nan     0.1000    0.0123
     7        0.2614            -nan     0.1000    0.0110
     8        0.2437            -nan     0.1000    0.0075
     9        0.2296            -nan     0.1000    0.0046
    10        0.2144            -nan     0.1000    0.0069
    20        0.1253            -nan     0.1000    0.0024
    40        0.0653            -nan     0.1000    0.0004
    60        0.0405            -nan     0.1000    0.0002
    80        0.0283            -nan     0.1000    0.0003
   100        0.0209            -nan     0.1000   -0.0002
   120        0.0154            -nan     0.1000   -0.0002
   140        0.0116            -nan     0.1000    0.0000
   150        0.0098            -nan     0.1000   -0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.4590            -nan     0.1000    0.0595
     2        0.3952            -nan     0.1000    0.0314
     3        0.3486            -nan     0.1000    0.0237
     4        0.3128            -nan     0.1000    0.0171
     5        0.2847            -nan     0.1000    0.0121
     6        0.2591            -nan     0.1000    0.0129
     7        0.2395            -nan     0.1000    0.0095
     8        0.2218            -nan     0.1000    0.0073
     9        0.2041            -nan     0.1000    0.0070
    10        0.1905            -nan     0.1000    0.0053
    20        0.0935            -nan     0.1000    0.0032
    40        0.0366            -nan     0.1000    0.0005
    60        0.0207            -nan     0.1000   -0.0002
    80        0.0117            -nan     0.1000   -0.0000
   100        0.0075            -nan     0.1000   -0.0000
   120        0.0052            -nan     0.1000   -0.0000
   140        0.0040            -nan     0.1000   -0.0000
   150        0.0033            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.4964            -nan     0.1000    0.0596
     2        0.4552            -nan     0.1000    0.0221
     3        0.4252            -nan     0.1000    0.0115
     4        0.3884            -nan     0.1000    0.0167
     5        0.3633            -nan     0.1000    0.0111
     6        0.3503            -nan     0.1000    0.0044
     7        0.3339            -nan     0.1000    0.0078
     8        0.3231            -nan     0.1000    0.0039
     9        0.3134            -nan     0.1000    0.0047
    10        0.2818            -nan     0.1000    0.0104
    20        0.1999            -nan     0.1000    0.0050
    40        0.1241            -nan     0.1000    0.0001
    60        0.0925            -nan     0.1000    0.0004
    80        0.0695            -nan     0.1000    0.0005
   100        0.0558            -nan     0.1000   -0.0003
   120        0.0475            -nan     0.1000    0.0001
   140        0.0396            -nan     0.1000   -0.0003
   150        0.0361            -nan     0.1000   -0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.4849            -nan     0.1000    0.0484
     2        0.4298            -nan     0.1000    0.0250
     3        0.3911            -nan     0.1000    0.0139
     4        0.3608            -nan     0.1000    0.0129
     5        0.3328            -nan     0.1000    0.0130
     6        0.3056            -nan     0.1000    0.0127
     7        0.2820            -nan     0.1000    0.0103
     8        0.2546            -nan     0.1000    0.0113
     9        0.2367            -nan     0.1000    0.0088
    10        0.2232            -nan     0.1000    0.0064
    20        0.1303            -nan     0.1000    0.0014
    40        0.0647            -nan     0.1000    0.0009
    60        0.0377            -nan     0.1000    0.0003
    80        0.0258            -nan     0.1000   -0.0000
   100        0.0176            -nan     0.1000    0.0001
   120        0.0127            -nan     0.1000   -0.0000
   140        0.0085            -nan     0.1000    0.0000
   150        0.0074            -nan     0.1000   -0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.4803            -nan     0.1000    0.0666
     2        0.4043            -nan     0.1000    0.0367
     3        0.3542            -nan     0.1000    0.0226
     4        0.3130            -nan     0.1000    0.0194
     5        0.2811            -nan     0.1000    0.0151
     6        0.2575            -nan     0.1000    0.0112
     7        0.2345            -nan     0.1000    0.0105
     8        0.2148            -nan     0.1000    0.0085
     9        0.1962            -nan     0.1000    0.0083
    10        0.1811            -nan     0.1000    0.0069
    20        0.0980            -nan     0.1000    0.0028
    40        0.0383            -nan     0.1000    0.0005
    60        0.0190            -nan     0.1000    0.0002
    80        0.0108            -nan     0.1000   -0.0000
   100        0.0065            -nan     0.1000   -0.0000
   120        0.0041            -nan     0.1000   -0.0000
   140        0.0025            -nan     0.1000    0.0000
   150        0.0021            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.5176            -nan     0.1000    0.0611
     2        0.4557            -nan     0.1000    0.0270
     3        0.4252            -nan     0.1000    0.0146
     4        0.4000            -nan     0.1000    0.0137
     5        0.3745            -nan     0.1000    0.0114
     6        0.3528            -nan     0.1000    0.0100
     7        0.3350            -nan     0.1000    0.0079
     8        0.2989            -nan     0.1000    0.0061
     9        0.2876            -nan     0.1000    0.0046
    10        0.2784            -nan     0.1000    0.0050
    20        0.1909            -nan     0.1000    0.0012
    40        0.1167            -nan     0.1000    0.0011
