Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: mfeat-factors 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        2.3026            -nan     0.1000    0.8602
     2        1.7878            -nan     0.1000    0.4624
     3        1.5221            -nan     0.1000    0.3178
     4        1.3328            -nan     0.1000    0.2207
     5        1.2000            -nan     0.1000    0.1839
     6        1.0917            -nan     0.1000    0.1546
     7        0.9977            -nan     0.1000    0.1406
     8        0.9121            -nan     0.1000    0.1111
     9        0.8440            -nan     0.1000    0.1066
    10        0.7801            -nan     0.1000    0.0898
    20        0.4288            -nan     0.1000    0.0292
    40        0.1987            -nan     0.1000    0.0044
    60        0.1182            -nan     0.1000    0.0016
    80        0.0759            -nan     0.1000    0.0002
   100        0.0511            -nan     0.1000    0.0004
   120        0.0360            -nan     0.1000   -0.0001
   140        0.0255            -nan     0.1000    0.0002
   150        0.0219            -nan     0.1000   -0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        2.3026            -nan     0.1000    1.1146
     2        1.6403            -nan     0.1000    0.4994
     3        1.3422            -nan     0.1000    0.3423
     4        1.1363            -nan     0.1000    0.2485
     5        0.9866            -nan     0.1000    0.1914
     6        0.8675            -nan     0.1000    0.1748
     7        0.7577            -nan     0.1000    0.1353
     8        0.6755            -nan     0.1000    0.1137
     9        0.6026            -nan     0.1000    0.0966
    10        0.5413            -nan     0.1000    0.0768
    20        0.2286            -nan     0.1000    0.0165
    40        0.0764            -nan     0.1000    0.0025
    60        0.0330            -nan     0.1000    0.0001
    80        0.0173            -nan     0.1000    0.0003
   100        0.0092            -nan     0.1000    0.0002
   120        0.0051            -nan     0.1000    0.0000
   140        0.0029            -nan     0.1000    0.0000
   150        0.0022            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        2.3026            -nan     0.1000    1.1261
     2        1.6035            -nan     0.1000    0.5246
     3        1.2866            -nan     0.1000    0.3657
     4        1.0655            -nan     0.1000    0.2881
     5        0.8939            -nan     0.1000    0.2207
     6        0.7602            -nan     0.1000    0.1742
     7        0.6532            -nan     0.1000    0.1316
     8        0.5708            -nan     0.1000    0.1018
     9        0.5052            -nan     0.1000    0.0961
    10        0.4435            -nan     0.1000    0.0765
    20        0.1663            -nan     0.1000    0.0189
    40        0.0390            -nan     0.1000    0.0007
    60        0.0140            -nan     0.1000    0.0001
    80        0.0058            -nan     0.1000   -0.0000
   100        0.0026            -nan     0.1000    0.0000
   120        0.0012            -nan     0.1000    0.0000
   140        0.0006            -nan     0.1000   -0.0000
   150        0.0004            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        2.3026            -nan     0.1000    0.8741
     2        1.7919            -nan     0.1000    0.4460
     3        1.5268            -nan     0.1000    0.3045
