Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: tic-tac-toe 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2808            -nan     0.1000    0.0117
     2        1.2596            -nan     0.1000    0.0099
     3        1.2401            -nan     0.1000    0.0071
     4        1.2256            -nan     0.1000    0.0045
     5        1.2151            -nan     0.1000    0.0050
     6        1.2063            -nan     0.1000    0.0037
     7        1.2014            -nan     0.1000    0.0024
     8        1.1940            -nan     0.1000    0.0032
     9        1.1855            -nan     0.1000    0.0040
    10        1.1783            -nan     0.1000    0.0028
    20        1.1296            -nan     0.1000    0.0013
    40        1.0727            -nan     0.1000    0.0000
    60        1.0358            -nan     0.1000    0.0001
    80        1.0084            -nan     0.1000   -0.0003
   100        0.9841            -nan     0.1000   -0.0003
   120        0.9619            -nan     0.1000   -0.0004
   140        0.9428            -nan     0.1000   -0.0004
   150        0.9342            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2686            -nan     0.1000    0.0147
     2        1.2461            -nan     0.1000    0.0110
     3        1.2217            -nan     0.1000    0.0107
     4        1.2047            -nan     0.1000    0.0080
     5        1.1889            -nan     0.1000    0.0063
     6        1.1748            -nan     0.1000    0.0046
     7        1.1625            -nan     0.1000    0.0051
     8        1.1531            -nan     0.1000    0.0032
     9        1.1439            -nan     0.1000    0.0035
    10        1.1342            -nan     0.1000    0.0044
    20        1.0658            -nan     0.1000    0.0014
    40        0.9795            -nan     0.1000    0.0002
    60        0.9175            -nan     0.1000   -0.0003
    80        0.8642            -nan     0.1000    0.0001
   100        0.8156            -nan     0.1000    0.0010
   120        0.7752            -nan     0.1000    0.0001
   140        0.7374            -nan     0.1000    0.0007
   150        0.7206            -nan     0.1000   -0.0005

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2640            -nan     0.1000    0.0189
     2        1.2308            -nan     0.1000    0.0167
     3        1.1998            -nan     0.1000    0.0138
     4        1.1756            -nan     0.1000    0.0119
     5        1.1539            -nan     0.1000    0.0093
     6        1.1248            -nan     0.1000    0.0151
     7        1.1061            -nan     0.1000    0.0092
     8        1.0893            -nan     0.1000    0.0059
     9        1.0722            -nan     0.1000    0.0055
    10        1.0606            -nan     0.1000    0.0048
    20        0.9435            -nan     0.1000    0.0019
    40        0.7760            -nan     0.1000    0.0049
    60        0.6553            -nan     0.1000    0.0013
    80        0.5672            -nan     0.1000   -0.0011
   100        0.5058            -nan     0.1000   -0.0006
   120        0.4369            -nan     0.1000    0.0013
   140        0.3828            -nan     0.1000    0.0004
   150        0.3609            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2507            -nan     0.1000    0.0070
     2        1.2425            -nan     0.1000    0.0038
     3        1.2318            -nan     0.1000    0.0060
     4        1.2205            -nan     0.1000    0.0054
     5        1.2123            -nan     0.1000    0.0017
     6        1.2070            -nan     0.1000    0.0017
     7        1.1994            -nan     0.1000    0.0030
     8        1.1928            -nan     0.1000    0.0012
     9        1.1817            -nan     0.1000    0.0043
    10        1.1750            -nan     0.1000    0.0034
