"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"1",0,0.833639865479779,0.370252562729493,0.255324648438882,0.900913219485394,3.86893113890528,0.364664293864344,1.49945986864616,2.85204646394099,1.40672482964466,5.44179733465874,3.34139210268845,1.52888386043236,2.1731315925264,1.06347147961131,2.20119575075316,0.886880345328001,2.70866394737567,0.531683849576968,3.65294251944427,0.480474009101549,3.47366742380594
"2",0.833639865479779,0,0.476682072034519,0.703883062806017,0.132752171271648,3.84168124512592,0.469427733618249,1.59033306121054,2.99611245984253,0.672221240797052,5.41439154054895,3.16479394103262,1.0455986355907,1.71652978131651,0.71600983629967,1.37521417100811,0.835285627430367,2.67214857597138,0.319313449048493,2.87855452743824,0.831774957925982,2.64857649719249
"3",0.370252562729493,0.476682072034519,0,0.341674849976761,0.56427476103029,3.83598977062566,0.0877630648964484,1.49131038075247,2.88339174615178,1.10265829380499,5.4772462331923,3.27116359019967,1.33336681052152,2.0049864655864,0.895839625956819,1.85185255303071,0.83310301903453,2.65821230436793,0.225789574163942,3.33998954376546,0.578152457596208,3.12524512775254
"4",0.255324648438882,0.703883062806017,0.341674849976761,0,0.738781063631587,3.85402692224552,0.277519009988352,1.4778587488451,2.8784575083541,1.20033172658253,5.25832043154606,3.21511338369261,1.27926172240885,1.91871930579455,0.812589122159346,2.03014420844549,0.633811680929176,2.69927712823142,0.384769308048655,3.44005172362008,0.260213656623905,3.29605370088807
"5",0.900913219485394,0.132752171271648,0.56427476103029,0.738781063631587,0,3.84785459887851,0.538992283719525,1.60818897914104,3.02297242320171,0.550699241491129,5.31691612519169,3.11117829208426,0.914408860255243,1.58420063113864,0.605069310781613,1.30076332226039,0.761560336928103,2.68802450923709,0.369602298662409,2.77632491569031,0.826293036416341,2.57278503604486
"6",3.86893113890528,3.84168124512592,3.83598977062566,3.85402692224552,3.84785459887851,0,3.83476650609778,2.37801053824899,4.81712019666016,3.93481463507332,6.6146073476162,4.98788976489632,4.00050178764172,4.24488385495745,3.90078141175808,4.17473793219795,3.9006349577831,1.18874537176995,3.83116395256884,4.95165981243725,3.87671285019516,4.82451492624551
"7",0.364664293864344,0.469427733618249,0.0877630648964484,0.277519009988352,0.538992283719525,3.83476650609778,0,1.48218150410988,2.88714550500909,1.06221586414014,5.40249916187477,3.23340699684925,1.26323494633647,1.93184876599003,0.818792055455332,1.83759174134115,0.745936743922057,2.66154671824574,0.175007423725047,3.30598536162256,0.499043933902149,3.11056756779653
"8",1.49945986864616,1.59033306121054,1.49131038075247,1.4778587488451,1.60818897914104,2.37801053824899,1.48218150410988,0,3.23469855895587,1.85771702317165,5.51373916949345,3.5384602951006,1.93823936592076,2.41498629558345,1.67544281686442,2.4385946768998,1.61584908488884,1.24070492235403,1.49973071539629,3.68435016466493,1.51432251877434,3.53450458566356
"9",2.85204646394099,2.99611245984253,2.88339174615178,2.8784575083541,3.02297242320171,4.81712019666016,2.88714550500909,3.23469855895587,0,3.23723693922799,4.79348223527054,1.91774786525313,3.31144062426382,3.68516539280757,3.10032510611681,3.66539471689028,3.03682020308831,3.9403817758344,2.9212721502196,4.73678472941096,2.91946510865724,4.57562976958447
"10",1.40672482964466,0.672221240797052,1.10265829380499,1.20033172658253,0.550699241491129,3.93481463507332,1.06221586414014,1.85771702317165,3.23723693922799,0,5.08552606756855,2.99588462760073,0.567886973728225,1.14872719507413,0.605654907141694,0.882559944803661,0.913790885259099,2.83052239806422,0.887242811203379,2.2463026974293,1.19238908464075,2.11394102700603
"11",5.44179733465874,5.41439154054895,5.4772462331923,5.25832043154606,5.31691612519169,6.6146073476162,5.40249916187477,5.51373916949345,4.79348223527054,5.08552606756855,0,3.28407291169981,4.63009394917029,4.23690962530515,4.8201340572275,5.44881654498678,4.78773423913818,6.12790047755096,5.33947809084998,5.27420014548585,5.04479499173776,5.79581806066637
"12",3.34139210268845,3.16479394103262,3.27116359019967,3.21511338369261,3.11117829208426,4.98788976489632,3.23340699684925,3.5384602951006,1.91774786525313,2.99588462760073,3.28407291169981,0,2.87056975279063,2.88124029550083,2.9354720848901,3.24527292309094,2.97881551199938,4.20521230370247,3.17202919833294,3.69137104812808,3.13686034961857,3.7991711723443
