Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: badges2 
Loaded 59 indices for fold 1 from: results/instances/original/vectors/badges2_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 25 %
Loading training noise data from: results/noise_injection/by_dataset/badges2_second_char_vowel_noise0.1.csv 
Altering 59 out of 235 training instances
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.9927            -nan     0.1000    0.0943
     2        0.8536            -nan     0.1000    0.0676
     3        0.7452            -nan     0.1000    0.0573
     4        0.6545            -nan     0.1000    0.0427
     5        0.5803            -nan     0.1000    0.0380
     6        0.5156            -nan     0.1000    0.0280
     7        0.4599            -nan     0.1000    0.0283
     8        0.4118            -nan     0.1000    0.0244
     9        0.3699            -nan     0.1000    0.0219
    10        0.3350            -nan     0.1000    0.0165
    20        0.1440            -nan     0.1000    0.0054
    40        0.0550            -nan     0.1000   -0.0003
    60        0.0396            -nan     0.1000   -0.0010
    80        0.0389            -nan     0.1000   -0.0001
   100        0.0375            -nan     0.1000   -0.0001
   120        0.0370            -nan     0.1000   -0.0001
   140        0.0351            -nan     0.1000   -0.0003
   150        0.0343            -nan     0.1000   -0.0006

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.9927            -nan     0.1000    0.0925
     2        0.8558            -nan     0.1000    0.0672
     3        0.7452            -nan     0.1000    0.0546
     4        0.6556            -nan     0.1000    0.0479
     5        0.5795            -nan     0.1000    0.0364
     6        0.5166            -nan     0.1000    0.0314
     7        0.4622            -nan     0.1000    0.0270
     8        0.4150            -nan     0.1000    0.0255
     9        0.3742            -nan     0.1000    0.0191
    10        0.3384            -nan     0.1000    0.0180
    20        0.1376            -nan     0.1000    0.0054
    40        0.0443            -nan     0.1000    0.0002
    60        0.0292            -nan     0.1000   -0.0003
    80        0.0263            -nan     0.1000   -0.0002
   100        0.0258            -nan     0.1000   -0.0019
   120        0.0236            -nan     0.1000   -0.0003
   140        0.0226            -nan     0.1000    0.0001
   150        0.0234            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.9934            -nan     0.1000    0.0865
     2        0.8559            -nan     0.1000    0.0701
     3        0.7453            -nan     0.1000    0.0494
     4        0.6558            -nan     0.1000    0.0471
     5        0.5796            -nan     0.1000    0.0380
     6        0.5161            -nan     0.1000    0.0328
     7        0.4625            -nan     0.1000    0.0262
     8        0.4152            -nan     0.1000    0.0235
     9        0.3742            -nan     0.1000    0.0193
    10        0.3379            -nan     0.1000    0.0177
    20        0.1378            -nan     0.1000    0.0054
    40        0.0422            -nan     0.1000    0.0001
    60        0.0268            -nan     0.1000   -0.0003
    80        0.0237            -nan     0.1000   -0.0002
   100        0.0225            -nan     0.1000   -0.0003
   120        0.0218            -nan     0.1000   -0.0005
   140        0.0216            -nan     0.1000   -0.0016
   150        0.0220            -nan     0.1000   -0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0211            -nan     0.1000    0.0912
     2        0.8890            -nan     0.1000    0.0643
     3        0.7842            -nan     0.1000    0.0491
     4        0.6999            -nan     0.1000    0.0450
     5        0.6298            -nan     0.1000    0.0342
     6        0.5703            -nan     0.1000    0.0312
     7        0.5194            -nan     0.1000    0.0259
     8        0.4726            -nan     0.1000    0.0210
     9        0.4350            -nan     0.1000    0.0199
    10        0.4037            -nan     0.1000    0.0169
    20        0.2337            -nan     0.1000    0.0032
    40        0.1645            -nan     0.1000   -0.0003
    60        0.1420            -nan     0.1000   -0.0003
    80        0.1279            -nan     0.1000   -0.0004
   100        0.1192            -nan     0.1000   -0.0015
   120        0.1084            -nan     0.1000   -0.0006
   140        0.1013            -nan     0.1000   -0.0002
   150        0.0992            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0211            -nan     0.1000    0.0842
