Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: qsar-biodeg 
Loaded 211 indices for fold 1 from: results/instances/original/vectors/qsar-biodeg_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 80 %
Loading training noise data from: results/noise_injection/by_dataset/qsar-biodeg_V36_noise0.1.csv 
Altering 675 out of 844 training instances
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2591            -nan     0.1000    0.0212
     2        1.2227            -nan     0.1000    0.0173
     3        1.1873            -nan     0.1000    0.0177
     4        1.1593            -nan     0.1000    0.0114
     5        1.1358            -nan     0.1000    0.0092
     6        1.1086            -nan     0.1000    0.0121
     7        1.0899            -nan     0.1000    0.0076
     8        1.0699            -nan     0.1000    0.0095
     9        1.0490            -nan     0.1000    0.0092
    10        1.0318            -nan     0.1000    0.0068
    20        0.9128            -nan     0.1000    0.0034
    40        0.7733            -nan     0.1000    0.0004
    60        0.7036            -nan     0.1000    0.0009
    80        0.6567            -nan     0.1000    0.0004
   100        0.6161            -nan     0.1000    0.0001
   120        0.5857            -nan     0.1000   -0.0005
   140        0.5555            -nan     0.1000   -0.0002
   150        0.5427            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2469            -nan     0.1000    0.0232
     2        1.1946            -nan     0.1000    0.0247
     3        1.1468            -nan     0.1000    0.0243
     4        1.1027            -nan     0.1000    0.0192
     5        1.0635            -nan     0.1000    0.0173
     6        1.0321            -nan     0.1000    0.0143
     7        1.0041            -nan     0.1000    0.0116
     8        0.9739            -nan     0.1000    0.0119
     9        0.9517            -nan     0.1000    0.0088
    10        0.9321            -nan     0.1000    0.0088
    20        0.7666            -nan     0.1000    0.0039
    40        0.6258            -nan     0.1000    0.0008
    60        0.5484            -nan     0.1000    0.0004
    80        0.4938            -nan     0.1000   -0.0005
   100        0.4471            -nan     0.1000   -0.0016
   120        0.4069            -nan     0.1000   -0.0010
   140        0.3674            -nan     0.1000    0.0001
   150        0.3512            -nan     0.1000   -0.0009

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2311            -nan     0.1000    0.0321
     2        1.1702            -nan     0.1000    0.0269
