Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: breast-w 
Loaded 137 indices for fold 1 from: results/instances/original/vectors/breast-w_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 100 %
Loading training noise data from: results/noise_injection/by_dataset/breast-w_Bare_Nuclei_noise0.1.csv 
Altering 546 out of 546 training instances
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1524            -nan     0.1000    0.0682
     2        1.0372            -nan     0.1000    0.0549
     3        0.9426            -nan     0.1000    0.0444
     4        0.8620            -nan     0.1000    0.0393
     5        0.7987            -nan     0.1000    0.0306
     6        0.7412            -nan     0.1000    0.0270
     7        0.6864            -nan     0.1000    0.0271
     8        0.6404            -nan     0.1000    0.0209
     9        0.6003            -nan     0.1000    0.0191
    10        0.5657            -nan     0.1000    0.0156
    20        0.3368            -nan     0.1000    0.0059
    40        0.1950            -nan     0.1000    0.0007
    60        0.1548            -nan     0.1000   -0.0005
    80        0.1344            -nan     0.1000    0.0001
   100        0.1154            -nan     0.1000    0.0001
   120        0.1023            -nan     0.1000   -0.0007
   140        0.0904            -nan     0.1000   -0.0013
   150        0.0863            -nan     0.1000   -0.0008

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1445            -nan     0.1000    0.0716
     2        1.0294            -nan     0.1000    0.0563
     3        0.9187            -nan     0.1000    0.0537
     4        0.8276            -nan     0.1000    0.0424
     5        0.7451            -nan     0.1000    0.0385
     6        0.6760            -nan     0.1000    0.0322
     7        0.6184            -nan     0.1000    0.0295
     8        0.5663            -nan     0.1000    0.0254
     9        0.5265            -nan     0.1000    0.0170
    10        0.4858            -nan     0.1000    0.0190
    20        0.2569            -nan     0.1000    0.0045
    40        0.1384            -nan     0.1000    0.0015
    60        0.0920            -nan     0.1000    0.0003
    80        0.0688            -nan     0.1000   -0.0004
   100        0.0525            -nan     0.1000   -0.0006
   120        0.0413            -nan     0.1000   -0.0002
   140        0.0326            -nan     0.1000   -0.0003
   150        0.0299            -nan     0.1000   -0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1373            -nan     0.1000    0.0718
     2        1.0029            -nan     0.1000    0.0677
     3        0.8906            -nan     0.1000    0.0535
     4        0.7974            -nan     0.1000    0.0432
     5        0.7225            -nan     0.1000    0.0375
     6        0.6616            -nan     0.1000    0.0294
     7        0.6084            -nan     0.1000    0.0260
     8        0.5569            -nan     0.1000    0.0238
     9        0.5120            -nan     0.1000    0.0216
    10        0.4769            -nan     0.1000    0.0169
    20        0.2514            -nan     0.1000    0.0051
    40        0.1142            -nan     0.1000    0.0001
    60        0.0685            -nan     0.1000    0.0001
    80        0.0431            -nan     0.1000   -0.0004
   100        0.0291            -nan     0.1000   -0.0002
   120        0.0218            -nan     0.1000   -0.0004
   140        0.0162            -nan     0.1000   -0.0002
   150        0.0139            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1560            -nan     0.1000    0.0725
     2        1.0381            -nan     0.1000    0.0558
     3        0.9307            -nan     0.1000    0.0550
     4        0.8396            -nan     0.1000    0.0434
     5        0.7641            -nan     0.1000    0.0367
     6        0.7030            -nan     0.1000    0.0290
     7        0.6448            -nan     0.1000    0.0290
     8        0.5979            -nan     0.1000    0.0223
     9        0.5541            -nan     0.1000    0.0200
    10        0.5135            -nan     0.1000    0.0181
    20        0.2807            -nan     0.1000    0.0062
    40        0.1442            -nan     0.1000    0.0014
    60        0.1069            -nan     0.1000   -0.0001
    80        0.0924            -nan     0.1000   -0.0003
   100        0.0804            -nan     0.1000   -0.0004
   120        0.0717            -nan     0.1000    0.0001
   140        0.0654            -nan     0.1000   -0.0004
   150        0.0622            -nan     0.1000   -0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1513            -nan     0.1000    0.0694
     2        1.0187            -nan     0.1000    0.0635
     3        0.9138            -nan     0.1000    0.0517
     4        0.8208            -nan     0.1000    0.0448
     5        0.7334            -nan     0.1000    0.0425
     6        0.6653            -nan     0.1000    0.0335
     7        0.6036            -nan     0.1000    0.0303
     8        0.5500            -nan     0.1000    0.0239
     9        0.5047            -nan     0.1000    0.0226
    10        0.4628            -nan     0.1000    0.0201
    20        0.2295            -nan     0.1000    0.0065
    40        0.1027            -nan     0.1000    0.0002
    60        0.0683            -nan     0.1000   -0.0002
    80        0.0519            -nan     0.1000   -0.0002
   100        0.0401            -nan     0.1000   -0.0001
   120        0.0321            -nan     0.1000   -0.0002
   140        0.0266            -nan     0.1000   -0.0003
   150        0.0233            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1428            -nan     0.1000    0.0797
     2        1.0095            -nan     0.1000    0.0650
     3        0.8978            -nan     0.1000    0.0530
     4        0.8044            -nan     0.1000    0.0438
     5        0.7290            -nan     0.1000    0.0356
     6        0.6564            -nan     0.1000    0.0328
     7        0.5950            -nan     0.1000    0.0301
     8        0.5447            -nan     0.1000    0.0235
     9        0.5049            -nan     0.1000    0.0171
    10        0.4648            -nan     0.1000    0.0188
    20        0.2251            -nan     0.1000    0.0054
    40        0.0924            -nan     0.1000    0.0010
    60        0.0512            -nan     0.1000   -0.0001
    80        0.0318            -nan     0.1000   -0.0003
   100        0.0226            -nan     0.1000   -0.0002
   120        0.0163            -nan     0.1000   -0.0001
   140        0.0122            -nan     0.1000   -0.0001
   150        0.0105            -nan     0.1000   -0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1067            -nan     0.1000    0.0761
     2        0.9767            -nan     0.1000    0.0605
     3        0.8730            -nan     0.1000    0.0506
     4        0.7930            -nan     0.1000    0.0375
     5        0.7239            -nan     0.1000    0.0362
     6        0.6639            -nan     0.1000    0.0307
     7        0.6061            -nan     0.1000    0.0263
     8        0.5615            -nan     0.1000    0.0217
     9        0.5196            -nan     0.1000    0.0195
    10        0.4816            -nan     0.1000    0.0172
    20        0.2810            -nan     0.1000    0.0046
    40        0.1578            -nan     0.1000    0.0003
    60        0.1177            -nan     0.1000   -0.0008
    80        0.1050            -nan     0.1000    0.0002
   100        0.0934            -nan     0.1000   -0.0006
   120        0.0842            -nan     0.1000   -0.0009
   140        0.0757            -nan     0.1000   -0.0002
   150        0.0720            -nan     0.1000   -0.0005

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0967            -nan     0.1000    0.0847
     2        0.9668            -nan     0.1000    0.0622
     3        0.8633            -nan     0.1000    0.0519
     4        0.7773            -nan     0.1000    0.0433
     5        0.7005            -nan     0.1000    0.0367
     6        0.6364            -nan     0.1000    0.0317
     7        0.5764            -nan     0.1000    0.0300
     8        0.5293            -nan     0.1000    0.0240
     9        0.4884            -nan     0.1000    0.0192
    10        0.4502            -nan     0.1000    0.0195
    20        0.2275            -nan     0.1000    0.0063
    40        0.1079            -nan     0.1000   -0.0001
    60        0.0728            -nan     0.1000   -0.0005
    80        0.0552            -nan     0.1000    0.0001
   100        0.0435            -nan     0.1000   -0.0003
   120        0.0348            -nan     0.1000   -0.0005
   140        0.0277            -nan     0.1000   -0.0002
   150        0.0249            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1003            -nan     0.1000    0.0787
     2        0.9700            -nan     0.1000    0.0625
     3        0.8634            -nan     0.1000    0.0529
     4        0.7730            -nan     0.1000    0.0449
     5        0.6933            -nan     0.1000    0.0384
     6        0.6309            -nan     0.1000    0.0314
     7        0.5765            -nan     0.1000    0.0271
     8        0.5252            -nan     0.1000    0.0249
     9        0.4802            -nan     0.1000    0.0215
    10        0.4411            -nan     0.1000    0.0188
    20        0.2096            -nan     0.1000    0.0072
    40        0.0945            -nan     0.1000    0.0003
    60        0.0601            -nan     0.1000   -0.0005
