Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: iris 
Loaded 30 indices for fold 1 from: results/instances/original/vectors/iris_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 100 %
Loading training noise data from: results/noise_injection/by_dataset/iris_petallength_noise0.1.csv 
Altering 120 out of 120 training instances
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.1000    0.3079
     2        0.8881            -nan     0.1000    0.2145
     3        0.7396            -nan     0.1000    0.1696
     4        0.6204            -nan     0.1000    0.1191
     5        0.5338            -nan     0.1000    0.1075
     6        0.4580            -nan     0.1000    0.0893
     7        0.3972            -nan     0.1000    0.0765
     8        0.3443            -nan     0.1000    0.0613
     9        0.2999            -nan     0.1000    0.0449
    10        0.2654            -nan     0.1000    0.0481
    20        0.0870            -nan     0.1000    0.0062
    40        0.0215            -nan     0.1000   -0.0011
    60        0.0085            -nan     0.1000   -0.0010
    80        0.0040            -nan     0.1000   -0.0011
   100        0.0022            -nan     0.1000   -0.0004
   120        0.0010            -nan     0.1000   -0.0001
   140        0.0005            -nan     0.1000   -0.0000
   150        0.0004            -nan     0.1000   -0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.1000    0.3056
     2        0.8830            -nan     0.1000    0.2156
     3        0.7290            -nan     0.1000    0.2039
     4        0.5839            -nan     0.1000    0.1770
     5        0.4620            -nan     0.1000    0.1182
     6        0.3824            -nan     0.1000    0.1068
     7        0.3120            -nan     0.1000    0.0824
     8        0.2550            -nan     0.1000    0.0429
     9        0.2215            -nan     0.1000    0.0435
    10        0.1889            -nan     0.1000    0.0432
    20        0.0514            -nan     0.1000    0.0053
    40        0.0090            -nan     0.1000   -0.0012
    60        0.0042            -nan     0.1000   -0.0008
    80        0.0028            -nan     0.1000   -0.0006
   100        0.0018            -nan     0.1000   -0.0007
   120        0.0011            -nan     0.1000   -0.0000
   140        0.0022            -nan     0.1000   -0.0000
   150        0.0015            -nan     0.1000   -0.0009

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.1000    0.4124
     2        0.8296            -nan     0.1000    0.2091
     3        0.6816            -nan     0.1000    0.1737
     4        0.5612            -nan     0.1000    0.1644
     5        0.4570            -nan     0.1000    0.1203
     6        0.3755            -nan     0.1000    0.1031
     7        0.3092            -nan     0.1000    0.0795
     8        0.2547            -nan     0.1000    0.0595
     9        0.2097            -nan     0.1000    0.0455
    10        0.1758            -nan     0.1000    0.0376
    20        0.0484            -nan     0.1000    0.0033
    40        0.0126            -nan     0.1000    0.0000
    60        0.0060            -nan     0.1000   -0.0000
    80        0.0009            -nan     0.1000   -0.0001
   100        0.0007            -nan     0.1000   -0.0004
   120        0.0004            -nan     0.1000   -0.0000
   140        0.0004            -nan     0.1000   -0.0002
   150        0.0003            -nan     0.1000   -0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.1000    0.2991
     2        0.8887            -nan     0.1000    0.2094
     3        0.7457            -nan     0.1000    0.1455
     4        0.6379            -nan     0.1000    0.1349
     5        0.5485            -nan     0.1000    0.1136
     6        0.4719            -nan     0.1000    0.0863
     7        0.4098            -nan     0.1000    0.0761
     8        0.3566            -nan     0.1000    0.0651
     9        0.3141            -nan     0.1000    0.0493
    10        0.2803            -nan     0.1000    0.0455
    20        0.1038            -nan     0.1000    0.0065
    40        0.0406            -nan     0.1000   -0.0043
    60        0.0214            -nan     0.1000   -0.0063
    80        0.0166            -nan     0.1000   -0.0034
   100        0.0101            -nan     0.1000   -0.0011
   120        0.0084            -nan     0.1000   -0.0034
   140        0.0091            -nan     0.1000   -0.0026
   150        0.0072            -nan     0.1000   -0.0017

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0986            -nan     0.1000    0.2675
     2        0.8879            -nan     0.1000    0.2405
     3        0.7297            -nan     0.1000    0.2256
     4        0.5779            -nan     0.1000    0.1705
     5        0.4682            -nan     0.1000    0.1261
     6        0.3875            -nan     0.1000    0.1021
     7        0.3230            -nan     0.1000    0.0778
     8        0.2693            -nan     0.1000    0.0478
     9        0.2335            -nan     0.1000    0.0424
    10        0.2011            -nan     0.1000    0.0418
    20        0.0691            -nan     0.1000   -0.0039
