Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: eucalyptus 
Loaded 128 indices for fold 1 from: results/instances/original/vectors/eucalyptus_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 0 %
Training on clean data (critical_percentage = 0)
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1691            -nan     0.1000    0.0167
     2        1.1404            -nan     0.1000    0.0136
     3        1.1112            -nan     0.1000    0.0142
     4        1.0902            -nan     0.1000    0.0116
     5        1.0702            -nan     0.1000    0.0091
     6        1.0515            -nan     0.1000    0.0067
     7        1.0370            -nan     0.1000    0.0062
     8        1.0215            -nan     0.1000    0.0051
     9        1.0114            -nan     0.1000    0.0040
    10        0.9984            -nan     0.1000    0.0040
    20        0.9134            -nan     0.1000    0.0010
    40        0.8261            -nan     0.1000   -0.0004
    60        0.7752            -nan     0.1000    0.0008
    80        0.7302            -nan     0.1000   -0.0003
   100        0.6995            -nan     0.1000   -0.0005
   120        0.6800            -nan     0.1000   -0.0003
   140        0.6620            -nan     0.1000   -0.0016
   150        0.6540            -nan     0.1000   -0.0005

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1663            -nan     0.1000    0.0205
     2        1.1219            -nan     0.1000    0.0252
     3        1.0865            -nan     0.1000    0.0134
     4        1.0553            -nan     0.1000    0.0152
     5        1.0229            -nan     0.1000    0.0120
     6        1.0005            -nan     0.1000    0.0093
     7        0.9747            -nan     0.1000    0.0113
     8        0.9539            -nan     0.1000    0.0078
     9        0.9340            -nan     0.1000    0.0077
    10        0.9174            -nan     0.1000    0.0077
    20        0.8077            -nan     0.1000    0.0013
    40        0.6898            -nan     0.1000    0.0013
    60        0.6231            -nan     0.1000   -0.0015
    80        0.5830            -nan     0.1000   -0.0005
   100        0.5504            -nan     0.1000   -0.0016
   120        0.5101            -nan     0.1000   -0.0005
   140        0.4841            -nan     0.1000   -0.0012
   150        0.4669            -nan     0.1000   -0.0007

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1469            -nan     0.1000    0.0274
     2        1.1046            -nan     0.1000    0.0171
     3        1.0662            -nan     0.1000    0.0156
     4        1.0350            -nan     0.1000    0.0126
     5        1.0027            -nan     0.1000    0.0125
     6        0.9681            -nan     0.1000    0.0154
     7        0.9381            -nan     0.1000    0.0118
     8        0.9230            -nan     0.1000    0.0038
     9        0.9017            -nan     0.1000    0.0100
    10        0.8802            -nan     0.1000    0.0087
    20        0.7393            -nan     0.1000    0.0021
    40        0.6203            -nan     0.1000   -0.0002
    60        0.5429            -nan     0.1000    0.0015
    80        0.4838            -nan     0.1000   -0.0005
   100        0.4331            -nan     0.1000   -0.0014
   120        0.3845            -nan     0.1000   -0.0012
   140        0.3511            -nan     0.1000   -0.0009
   150        0.3336            -nan     0.1000   -0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1481            -nan     0.1000    0.0115
     2        1.1184            -nan     0.1000    0.0121
     3        1.0958            -nan     0.1000    0.0101
     4        1.0761            -nan     0.1000    0.0091
     5        1.0605            -nan     0.1000    0.0077
     6        1.0440            -nan     0.1000    0.0063
     7        1.0351            -nan     0.1000    0.0025
     8        1.0208            -nan     0.1000    0.0051
     9        1.0153            -nan     0.1000   -0.0000
    10        1.0042            -nan     0.1000    0.0040
    20        0.9449            -nan     0.1000   -0.0009
    40        0.8725            -nan     0.1000    0.0004
    60        0.8260            -nan     0.1000   -0.0015
    80        0.7898            -nan     0.1000   -0.0006
   100        0.7601            -nan     0.1000    0.0000
   120        0.7348            -nan     0.1000   -0.0005
   140        0.7146            -nan     0.1000   -0.0001
   150        0.7037            -nan     0.1000   -0.0008

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1433            -nan     0.1000    0.0153
     2        1.1093            -nan     0.1000    0.0137
     3        1.0831            -nan     0.1000    0.0122
     4        1.0541            -nan     0.1000    0.0112
     5        1.0357            -nan     0.1000    0.0042
     6        1.0163            -nan     0.1000    0.0064
     7        1.0019            -nan     0.1000    0.0049
     8        0.9823            -nan     0.1000    0.0071
     9        0.9660            -nan     0.1000    0.0052
    10        0.9488            -nan     0.1000    0.0066
    20        0.8503            -nan     0.1000    0.0023
    40        0.7405            -nan     0.1000    0.0010
    60        0.6729            -nan     0.1000   -0.0000
    80        0.6051            -nan     0.1000   -0.0001
   100        0.5628            -nan     0.1000    0.0003
   120        0.5191            -nan     0.1000   -0.0017
   140        0.4883            -nan     0.1000   -0.0008
   150        0.4742            -nan     0.1000   -0.0011

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1258            -nan     0.1000    0.0197
     2        1.0877            -nan     0.1000    0.0141
     3        1.0495            -nan     0.1000    0.0108
     4        1.0211            -nan     0.1000    0.0103
     5        0.9959            -nan     0.1000    0.0100
     6        0.9748            -nan     0.1000    0.0086
     7        0.9512            -nan     0.1000    0.0084
     8        0.9297            -nan     0.1000    0.0078
     9        0.9093            -nan     0.1000    0.0051
    10        0.8902            -nan     0.1000    0.0067
    20        0.7685            -nan     0.1000    0.0027
    40        0.6383            -nan     0.1000   -0.0015
    60        0.5474            -nan     0.1000    0.0005
    80        0.4839            -nan     0.1000   -0.0012
   100        0.4299            -nan     0.1000   -0.0002
   120        0.3850            -nan     0.1000   -0.0009
   140        0.3501            -nan     0.1000   -0.0015
   150        0.3360            -nan     0.1000   -0.0011

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1765            -nan     0.1000    0.0151
     2        1.1457            -nan     0.1000    0.0164
     3        1.1155            -nan     0.1000    0.0126
     4        1.0869            -nan     0.1000    0.0142
     5        1.0627            -nan     0.1000    0.0114
     6        1.0411            -nan     0.1000    0.0091
     7        1.0314            -nan     0.1000    0.0013
     8        1.0122            -nan     0.1000    0.0070
     9        0.9938            -nan     0.1000    0.0092
    10        0.9775            -nan     0.1000    0.0077
    20        0.9005            -nan     0.1000    0.0005
    40        0.8067            -nan     0.1000   -0.0002
    60        0.7485            -nan     0.1000    0.0003
    80        0.6999            -nan     0.1000   -0.0003
   100        0.6698            -nan     0.1000   -0.0002
   120        0.6480            -nan     0.1000    0.0001
   140        0.6291            -nan     0.1000   -0.0006
   150        0.6213            -nan     0.1000   -0.0019

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1591            -nan     0.1000    0.0263
     2        1.1103            -nan     0.1000    0.0213
     3        1.0688            -nan     0.1000    0.0188
     4        1.0408            -nan     0.1000    0.0135
     5        1.0137            -nan     0.1000    0.0104
     6        0.9886            -nan     0.1000    0.0125
     7        0.9634            -nan     0.1000    0.0117
     8        0.9388            -nan     0.1000    0.0091
     9        0.9208            -nan     0.1000    0.0072
    10        0.9051            -nan     0.1000    0.0054
    20        0.7761            -nan     0.1000    0.0017
    40        0.6584            -nan     0.1000    0.0011
    60        0.5914            -nan     0.1000   -0.0002
    80        0.5498            -nan     0.1000   -0.0007
   100        0.5072            -nan     0.1000   -0.0013
   120        0.4776            -nan     0.1000   -0.0011
   140        0.4508            -nan     0.1000    0.0000
   150        0.4341            -nan     0.1000   -0.0010

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1494            -nan     0.1000    0.0310
     2        1.0888            -nan     0.1000    0.0234
     3        1.0446            -nan     0.1000    0.0215
     4        1.0049            -nan     0.1000    0.0169
     5        0.9742            -nan     0.1000    0.0125
     6        0.9475            -nan     0.1000    0.0098
     7        0.9161            -nan     0.1000    0.0133
     8        0.8926            -nan     0.1000    0.0097
     9        0.8722            -nan     0.1000    0.0077
    10        0.8488            -nan     0.1000    0.0096
    20        0.7146            -nan     0.1000    0.0029
    40        0.5792            -nan     0.1000   -0.0011
    60        0.5034            -nan     0.1000   -0.0003
    80        0.4465            -nan     0.1000   -0.0013
   100        0.4019            -nan     0.1000   -0.0023
   120        0.3684            -nan     0.1000   -0.0016
   140        0.3290            -nan     0.1000   -0.0021
   150        0.3149            -nan     0.1000   -0.0013

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1948            -nan     0.1000    0.0181
     2        1.1645            -nan     0.1000    0.0142
     3        1.1373            -nan     0.1000    0.0123
     4        1.1119            -nan     0.1000    0.0097
     5        1.0916            -nan     0.1000    0.0091
     6        1.0726            -nan     0.1000    0.0078
     7        1.0586            -nan     0.1000    0.0059
     8        1.0460            -nan     0.1000    0.0050
     9        1.0349            -nan     0.1000    0.0038
    10        1.0217            -nan     0.1000    0.0037
    20        0.9433            -nan     0.1000    0.0003
    40        0.8580            -nan     0.1000    0.0008
    60        0.7954            -nan     0.1000   -0.0008
    80        0.7532            -nan     0.1000   -0.0005
   100        0.7171            -nan     0.1000   -0.0000
   120        0.6849            -nan     0.1000   -0.0002
   140        0.6602            -nan     0.1000   -0.0017
   150        0.6522            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1814            -nan     0.1000    0.0202
     2        1.1385            -nan     0.1000    0.0178
     3        1.1040            -nan     0.1000    0.0140
     4        1.0764            -nan     0.1000    0.0093
     5        1.0488            -nan     0.1000    0.0114
     6        1.0252            -nan     0.1000    0.0083
     7        1.0025            -nan     0.1000    0.0081
     8        0.9821            -nan     0.1000    0.0073
     9        0.9665            -nan     0.1000    0.0058
    10        0.9526            -nan     0.1000    0.0057
    20        0.8478            -nan     0.1000    0.0005
    40        0.7233            -nan     0.1000    0.0001
    60        0.6487            -nan     0.1000   -0.0011
    80        0.5849            -nan     0.1000    0.0003
   100        0.5398            -nan     0.1000   -0.0002
   120        0.4909            -nan     0.1000   -0.0007
   140        0.4527            -nan     0.1000    0.0008
   150        0.4370            -nan     0.1000   -0.0006

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1709            -nan     0.1000    0.0215
     2        1.1203            -nan     0.1000    0.0181
     3        1.0797            -nan     0.1000    0.0131
     4        1.0456            -nan     0.1000    0.0085
     5        1.0110            -nan     0.1000    0.0119
     6        0.9831            -nan     0.1000    0.0138
     7        0.9559            -nan     0.1000    0.0106
     8        0.9319            -nan     0.1000    0.0094
     9        0.9079            -nan     0.1000    0.0084
    10        0.8871            -nan     0.1000    0.0052
    20        0.7579            -nan     0.1000    0.0026
    40        0.6070            -nan     0.1000   -0.0021
    60        0.5232            -nan     0.1000   -0.0017
    80        0.4550            -nan     0.1000    0.0008
   100        0.4006            -nan     0.1000   -0.0013
   120        0.3569            -nan     0.1000   -0.0006
   140        0.3227            -nan     0.1000   -0.0005
   150        0.3044            -nan     0.1000   -0.0008

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1921            -nan     0.1000    0.0256
     2        1.1590            -nan     0.1000    0.0164
     3        1.1280            -nan     0.1000    0.0172
     4        1.0993            -nan     0.1000    0.0145
     5        1.0725            -nan     0.1000    0.0133
     6        1.0509            -nan     0.1000    0.0114
     7        1.0282            -nan     0.1000    0.0085
     8        1.0060            -nan     0.1000    0.0096
     9        0.9873            -nan     0.1000    0.0094
    10        0.9706            -nan     0.1000    0.0060
    20        0.8750            -nan     0.1000    0.0014
    40        0.7964            -nan     0.1000   -0.0008
    60        0.7541            -nan     0.1000   -0.0001
    80        0.7226            -nan     0.1000   -0.0013
   100        0.7027            -nan     0.1000   -0.0018
   120        0.6793            -nan     0.1000   -0.0000
   140        0.6609            -nan     0.1000   -0.0007
   150        0.6508            -nan     0.1000   -0.0007

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1935            -nan     0.1000    0.0293
     2        1.1447            -nan     0.1000    0.0216
     3        1.1001            -nan     0.1000    0.0207
     4        1.0591            -nan     0.1000    0.0206
     5        1.0244            -nan     0.1000    0.0167
     6        0.9938            -nan     0.1000    0.0139
     7        0.9662            -nan     0.1000    0.0066
     8        0.9492            -nan     0.1000    0.0065
     9        0.9330            -nan     0.1000    0.0040
    10        0.9148            -nan     0.1000    0.0073
    20        0.7900            -nan     0.1000    0.0034
    40        0.6893            -nan     0.1000   -0.0025
    60        0.6248            -nan     0.1000    0.0004
    80        0.5797            -nan     0.1000   -0.0012
   100        0.5447            -nan     0.1000   -0.0021
   120        0.5059            -nan     0.1000   -0.0008
   140        0.4772            -nan     0.1000   -0.0010
   150        0.4671            -nan     0.1000   -0.0008

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1689            -nan     0.1000    0.0335
     2        1.1147            -nan     0.1000    0.0243
     3        1.0681            -nan     0.1000    0.0176
     4        1.0277            -nan     0.1000    0.0174
     5        0.9929            -nan     0.1000    0.0142
     6        0.9596            -nan     0.1000    0.0155
     7        0.9354            -nan     0.1000    0.0100
     8        0.9117            -nan     0.1000    0.0076
     9        0.8884            -nan     0.1000    0.0098
    10        0.8658            -nan     0.1000    0.0077
    20        0.7442            -nan     0.1000    0.0006
    40        0.6286            -nan     0.1000   -0.0002
    60        0.5452            -nan     0.1000    0.0003
    80        0.4856            -nan     0.1000   -0.0010
   100        0.4288            -nan     0.1000   -0.0013
   120        0.3927            -nan     0.1000   -0.0020
   140        0.3523            -nan     0.1000   -0.0008
   150        0.3343            -nan     0.1000   -0.0016

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1676            -nan     0.1000    0.0169
     2        1.1385            -nan     0.1000    0.0138
     3        1.1147            -nan     0.1000    0.0109
     4        1.0987            -nan     0.1000    0.0063
     5        1.0786            -nan     0.1000    0.0065
     6        1.0658            -nan     0.1000    0.0043
     7        1.0551            -nan     0.1000    0.0026
     8        1.0371            -nan     0.1000    0.0082
     9        1.0257            -nan     0.1000    0.0053
    10        1.0138            -nan     0.1000    0.0041
    20        0.9401            -nan     0.1000    0.0000
    40        0.8537            -nan     0.1000    0.0008
    60        0.7891            -nan     0.1000    0.0003
    80        0.7482            -nan     0.1000   -0.0009
   100        0.7102            -nan     0.1000   -0.0001
   120        0.6744            -nan     0.1000   -0.0001
   140        0.6530            -nan     0.1000   -0.0017
   150        0.6433            -nan     0.1000   -0.0013

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1619            -nan     0.1000    0.0137
     2        1.1218            -nan     0.1000    0.0178
     3        1.0811            -nan     0.1000    0.0166
     4        1.0588            -nan     0.1000    0.0080
     5        1.0332            -nan     0.1000    0.0122
     6        1.0143            -nan     0.1000    0.0070
     7        0.9980            -nan     0.1000    0.0074
     8        0.9772            -nan     0.1000    0.0080
     9        0.9577            -nan     0.1000    0.0085
    10        0.9422            -nan     0.1000    0.0042
    20        0.8397            -nan     0.1000    0.0001
    40        0.7161            -nan     0.1000    0.0010
    60        0.6332            -nan     0.1000   -0.0003
    80        0.5824            -nan     0.1000   -0.0008
   100        0.5461            -nan     0.1000   -0.0003
   120        0.5079            -nan     0.1000   -0.0013
   140        0.4792            -nan     0.1000   -0.0007
   150        0.4628            -nan     0.1000   -0.0005

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1479            -nan     0.1000    0.0189
     2        1.0949            -nan     0.1000    0.0258
     3        1.0549            -nan     0.1000    0.0191
     4        1.0188            -nan     0.1000    0.0137
     5        0.9967            -nan     0.1000    0.0053
     6        0.9792            -nan     0.1000    0.0020
     7        0.9507            -nan     0.1000    0.0103
     8        0.9279            -nan     0.1000    0.0087
     9        0.9074            -nan     0.1000    0.0053
    10        0.8854            -nan     0.1000    0.0084
    20        0.7470            -nan     0.1000    0.0033
    40        0.6250            -nan     0.1000   -0.0013
    60        0.5382            -nan     0.1000   -0.0013
    80        0.4782            -nan     0.1000   -0.0018
   100        0.4434            -nan     0.1000   -0.0024
   120        0.3973            -nan     0.1000   -0.0006
   140        0.3622            -nan     0.1000   -0.0005
   150        0.3445            -nan     0.1000   -0.0013

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2210            -nan     0.1000    0.0192
     2        1.1943            -nan     0.1000    0.0145
     3        1.1651            -nan     0.1000    0.0124
     4        1.1417            -nan     0.1000    0.0109
     5        1.1205            -nan     0.1000    0.0084
     6        1.1045            -nan     0.1000    0.0067
     7        1.0848            -nan     0.1000    0.0078
