Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: banknote 
Loaded 275 indices for fold 1 from: results/instances/original/vectors/banknote_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 100 %
Loading training noise data from: results/noise_injection/by_dataset/banknote_variance_noise0.1.csv 
Altering 1097 out of 1097 training instances
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2745            -nan     0.1000    0.0516
     2        1.1885            -nan     0.1000    0.0421
     3        1.1225            -nan     0.1000    0.0323
     4        1.0642            -nan     0.1000    0.0289
     5        1.0138            -nan     0.1000    0.0254
     6        0.9701            -nan     0.1000    0.0207
     7        0.9266            -nan     0.1000    0.0207
     8        0.8922            -nan     0.1000    0.0167
     9        0.8613            -nan     0.1000    0.0136
    10        0.8300            -nan     0.1000    0.0142
    20        0.6302            -nan     0.1000    0.0051
    40        0.4463            -nan     0.1000    0.0025
    60        0.3553            -nan     0.1000    0.0013
    80        0.2919            -nan     0.1000    0.0014
   100        0.2438            -nan     0.1000    0.0009
   120        0.2079            -nan     0.1000    0.0001
   140        0.1780            -nan     0.1000    0.0006
   150        0.1667            -nan     0.1000    0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2519            -nan     0.1000    0.0611
     2        1.1539            -nan     0.1000    0.0502
     3        1.0662            -nan     0.1000    0.0447
     4        0.9833            -nan     0.1000    0.0403
     5        0.9118            -nan     0.1000    0.0333
     6        0.8593            -nan     0.1000    0.0248
     7        0.8026            -nan     0.1000    0.0285
     8        0.7629            -nan     0.1000    0.0167
     9        0.7187            -nan     0.1000    0.0213
    10        0.6762            -nan     0.1000    0.0196
    20        0.4518            -nan     0.1000    0.0070
    40        0.2558            -nan     0.1000    0.0027
    60        0.1641            -nan     0.1000    0.0015
    80        0.1128            -nan     0.1000    0.0006
   100        0.0793            -nan     0.1000    0.0002
   120        0.0592            -nan     0.1000    0.0005
   140        0.0431            -nan     0.1000    0.0003
   150        0.0378            -nan     0.1000    0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2419            -nan     0.1000    0.0663
     2        1.1293            -nan     0.1000    0.0546
     3        1.0335            -nan     0.1000    0.0460
     4        0.9537            -nan     0.1000    0.0369
     5        0.8852            -nan     0.1000    0.0340
     6        0.8093            -nan     0.1000    0.0363
     7        0.7568            -nan     0.1000    0.0267
     8        0.7066            -nan     0.1000    0.0248
     9        0.6616            -nan     0.1000    0.0221
    10        0.6173            -nan     0.1000    0.0223
    20        0.3512            -nan     0.1000    0.0084
    40        0.1609            -nan     0.1000    0.0017
    60        0.0925            -nan     0.1000    0.0007
    80        0.0567            -nan     0.1000    0.0005
   100        0.0363            -nan     0.1000    0.0005
   120        0.0233            -nan     0.1000    0.0001
   140        0.0162            -nan     0.1000    0.0000
   150        0.0137            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2686            -nan     0.1000    0.0482
     2        1.1883            -nan     0.1000    0.0390
     3        1.1183            -nan     0.1000    0.0336
     4        1.0586            -nan     0.1000    0.0281
     5        1.0075            -nan     0.1000    0.0226
     6        0.9635            -nan     0.1000    0.0212
     7        0.9277            -nan     0.1000    0.0172
     8        0.8950            -nan     0.1000    0.0149
     9        0.8641            -nan     0.1000    0.0141
    10        0.8373            -nan     0.1000    0.0123
    20        0.6595            -nan     0.1000    0.0070
    40        0.4928            -nan     0.1000    0.0036
    60        0.3903            -nan     0.1000    0.0017
    80        0.3211            -nan     0.1000    0.0006
