Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: pc4 
Loaded 292 indices for fold 1 from: results/instances/original/vectors/pc4_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 100 %
Loading training noise data from: results/noise_injection/by_dataset/pc4_LOC_CODE_AND_COMMENT_noise0.1.csv 
Altering 1166 out of 1166 training instances
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.7184            -nan     0.1000    0.0138
     2        0.6936            -nan     0.1000    0.0095
     3        0.6758            -nan     0.1000    0.0054
     4        0.6589            -nan     0.1000    0.0081
     5        0.6507            -nan     0.1000    0.0035
     6        0.6345            -nan     0.1000    0.0058
     7        0.6208            -nan     0.1000    0.0072
     8        0.6090            -nan     0.1000    0.0047
     9        0.5986            -nan     0.1000    0.0048
    10        0.5885            -nan     0.1000    0.0047
    20        0.5342            -nan     0.1000    0.0009
    40        0.4807            -nan     0.1000   -0.0002
    60        0.4413            -nan     0.1000    0.0000
    80        0.4137            -nan     0.1000   -0.0001
   100        0.3945            -nan     0.1000   -0.0003
   120        0.3753            -nan     0.1000   -0.0002
   140        0.3586            -nan     0.1000   -0.0004
   150        0.3498            -nan     0.1000   -0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.7055            -nan     0.1000    0.0155
     2        0.6695            -nan     0.1000    0.0189
     3        0.6494            -nan     0.1000    0.0058
     4        0.6172            -nan     0.1000    0.0128
     5        0.6052            -nan     0.1000    0.0040
     6        0.5881            -nan     0.1000    0.0069
     7        0.5731            -nan     0.1000    0.0060
     8        0.5583            -nan     0.1000    0.0073
     9        0.5442            -nan     0.1000    0.0046
    10        0.5374            -nan     0.1000    0.0018
    20        0.4626            -nan     0.1000    0.0006
    40        0.3814            -nan     0.1000   -0.0004
    60        0.3356            -nan     0.1000    0.0002
    80        0.3032            -nan     0.1000    0.0002
   100        0.2796            -nan     0.1000   -0.0006
   120        0.2610            -nan     0.1000    0.0001
   140        0.2432            -nan     0.1000   -0.0008
   150        0.2338            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6879            -nan     0.1000    0.0260
     2        0.6484            -nan     0.1000    0.0169
     3        0.6248            -nan     0.1000    0.0085
     4        0.6002            -nan     0.1000    0.0098
     5        0.5785            -nan     0.1000    0.0095
     6        0.5619            -nan     0.1000    0.0059
     7        0.5475            -nan     0.1000    0.0058
     8        0.5305            -nan     0.1000    0.0062
     9        0.5160            -nan     0.1000    0.0051
    10        0.4975            -nan     0.1000    0.0060
    20        0.4160            -nan     0.1000    0.0002
    40        0.3316            -nan     0.1000   -0.0000
    60        0.2763            -nan     0.1000    0.0001
    80        0.2406            -nan     0.1000   -0.0004
   100        0.2149            -nan     0.1000   -0.0000
   120        0.1900            -nan     0.1000   -0.0004
   140        0.1707            -nan     0.1000    0.0002
   150        0.1609            -nan     0.1000   -0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.7132            -nan     0.1000    0.0154
     2        0.6883            -nan     0.1000    0.0118
     3        0.6687            -nan     0.1000    0.0105
     4        0.6548            -nan     0.1000    0.0065
     5        0.6455            -nan     0.1000    0.0033
     6        0.6295            -nan     0.1000    0.0073
     7        0.6138            -nan     0.1000    0.0074
     8        0.5990            -nan     0.1000    0.0066
     9        0.5920            -nan     0.1000    0.0022
    10        0.5806            -nan     0.1000    0.0037
    20        0.5252            -nan     0.1000    0.0004
    40        0.4581            -nan     0.1000    0.0013
    60        0.4206            -nan     0.1000    0.0004
    80        0.3885            -nan     0.1000   -0.0002
   100        0.3678            -nan     0.1000   -0.0001
   120        0.3459            -nan     0.1000   -0.0003
   140        0.3323            -nan     0.1000   -0.0004
   150        0.3229            -nan     0.1000   -0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6946            -nan     0.1000    0.0190
     2        0.6650            -nan     0.1000    0.0114
     3        0.6382            -nan     0.1000    0.0128
     4        0.6194            -nan     0.1000    0.0067
     5        0.5982            -nan     0.1000    0.0095
     6        0.5861            -nan     0.1000    0.0052
     7        0.5720            -nan     0.1000    0.0061
     8        0.5548            -nan     0.1000    0.0074
     9        0.5402            -nan     0.1000    0.0056
    10        0.5337            -nan     0.1000    0.0019
    20        0.4532            -nan     0.1000    0.0022
    40        0.3726            -nan     0.1000    0.0012
    60        0.3252            -nan     0.1000   -0.0000
    80        0.2897            -nan     0.1000    0.0003
   100        0.2628            -nan     0.1000    0.0002
   120        0.2408            -nan     0.1000   -0.0001
   140        0.2207            -nan     0.1000   -0.0006
   150        0.2131            -nan     0.1000   -0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6880            -nan     0.1000    0.0237
     2        0.6482            -nan     0.1000    0.0183
     3        0.6116            -nan     0.1000    0.0170
     4        0.5888            -nan     0.1000    0.0096
     5        0.5659            -nan     0.1000    0.0098
     6        0.5433            -nan     0.1000    0.0093
     7        0.5262            -nan     0.1000    0.0064
     8        0.5113            -nan     0.1000    0.0054
     9        0.5007            -nan     0.1000    0.0042
    10        0.4898            -nan     0.1000    0.0027
    20        0.4042            -nan     0.1000    0.0023
    40        0.3179            -nan     0.1000    0.0004
    60        0.2667            -nan     0.1000    0.0006
    80        0.2292            -nan     0.1000   -0.0001
   100        0.2010            -nan     0.1000   -0.0005
   120        0.1804            -nan     0.1000   -0.0004
   140        0.1623            -nan     0.1000   -0.0002
   150        0.1530            -nan     0.1000   -0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6985            -nan     0.1000    0.0129
     2        0.6800            -nan     0.1000    0.0099
     3        0.6586            -nan     0.1000    0.0075
     4        0.6422            -nan     0.1000    0.0072
     5        0.6275            -nan     0.1000    0.0055
     6        0.6158            -nan     0.1000    0.0061
     7        0.6032            -nan     0.1000    0.0064
     8        0.5955            -nan     0.1000    0.0030
     9        0.5895            -nan     0.1000    0.0016
    10        0.5845            -nan     0.1000    0.0020
    20        0.5279            -nan     0.1000    0.0015
    40        0.4658            -nan     0.1000   -0.0007
    60        0.4310            -nan     0.1000    0.0000
    80        0.4034            -nan     0.1000    0.0006
   100        0.3795            -nan     0.1000   -0.0001
   120        0.3620            -nan     0.1000   -0.0003
   140        0.3458            -nan     0.1000   -0.0001
   150        0.3391            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6898            -nan     0.1000    0.0179
     2        0.6699            -nan     0.1000    0.0081
     3        0.6436            -nan     0.1000    0.0129
     4        0.6266            -nan     0.1000    0.0044
     5        0.6034            -nan     0.1000    0.0070
     6        0.5854            -nan     0.1000    0.0077
     7        0.5663            -nan     0.1000    0.0048
     8        0.5469            -nan     0.1000    0.0082
     9        0.5364            -nan     0.1000    0.0045
    10        0.5214            -nan     0.1000    0.0049
    20        0.4523            -nan     0.1000    0.0012
    40        0.3754            -nan     0.1000    0.0014
    60        0.3316            -nan     0.1000   -0.0007
    80        0.2950            -nan     0.1000    0.0002
   100        0.2713            -nan     0.1000   -0.0001
   120        0.2484            -nan     0.1000   -0.0007
   140        0.2273            -nan     0.1000   -0.0004
   150        0.2186            -nan     0.1000   -0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6828            -nan     0.1000    0.0194
     2        0.6473            -nan     0.1000    0.0112
     3        0.6124            -nan     0.1000    0.0151
     4        0.5895            -nan     0.1000    0.0096
     5        0.5700            -nan     0.1000    0.0073
     6        0.5512            -nan     0.1000    0.0065
     7        0.5352            -nan     0.1000    0.0061
     8        0.5231            -nan     0.1000    0.0046
     9        0.5073            -nan     0.1000    0.0066
    10        0.4922            -nan     0.1000    0.0054
    20        0.4137            -nan     0.1000    0.0009
    40        0.3264            -nan     0.1000    0.0029
    60        0.2683            -nan     0.1000   -0.0001
    80        0.2297            -nan     0.1000   -0.0002
   100        0.2056            -nan     0.1000   -0.0002
   120        0.1791            -nan     0.1000   -0.0003
   140        0.1590            -nan     0.1000   -0.0002
   150        0.1483            -nan     0.1000   -0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.7122            -nan     0.1000    0.0144
     2        0.6900            -nan     0.1000    0.0092
     3        0.6649            -nan     0.1000    0.0125
     4        0.6406            -nan     0.1000    0.0094
     5        0.6314            -nan     0.1000    0.0032
     6        0.6140            -nan     0.1000    0.0072
     7        0.6021            -nan     0.1000    0.0065
     8        0.5901            -nan     0.1000    0.0059
     9        0.5864            -nan     0.1000    0.0016
    10        0.5809            -nan     0.1000    0.0020
    20        0.5148            -nan     0.1000    0.0015
    40        0.4563            -nan     0.1000    0.0006
    60        0.4222            -nan     0.1000    0.0002
    80        0.3974            -nan     0.1000    0.0000
   100        0.3791            -nan     0.1000   -0.0000
   120        0.3562            -nan     0.1000   -0.0004
   140        0.3424            -nan     0.1000   -0.0004
   150        0.3369            -nan     0.1000   -0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6929            -nan     0.1000    0.0233
     2        0.6571            -nan     0.1000    0.0186
     3        0.6280            -nan     0.1000    0.0136
     4        0.6101            -nan     0.1000    0.0050
     5        0.5963            -nan     0.1000    0.0044
     6        0.5834            -nan     0.1000    0.0053
     7        0.5646            -nan     0.1000    0.0053
     8        0.5501            -nan     0.1000    0.0045
     9        0.5376            -nan     0.1000    0.0044
    10        0.5322            -nan     0.1000    0.0015
    20        0.4482            -nan     0.1000    0.0023
    40        0.3711            -nan     0.1000   -0.0005
    60        0.3295            -nan     0.1000   -0.0001
    80        0.3004            -nan     0.1000   -0.0001
   100        0.2764            -nan     0.1000    0.0002
   120        0.2549            -nan     0.1000   -0.0001
   140        0.2351            -nan     0.1000   -0.0005
   150        0.2273            -nan     0.1000   -0.0006

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6860            -nan     0.1000    0.0281
     2        0.6500            -nan     0.1000    0.0161
     3        0.6136            -nan     0.1000    0.0135
     4        0.5860            -nan     0.1000    0.0120
     5        0.5680            -nan     0.1000    0.0082
     6        0.5467            -nan     0.1000    0.0100
     7        0.5347            -nan     0.1000    0.0040
     8        0.5153            -nan     0.1000    0.0070
     9        0.5039            -nan     0.1000    0.0051
    10        0.4953            -nan     0.1000    0.0019
    20        0.4129            -nan     0.1000    0.0011
    40        0.3312            -nan     0.1000    0.0004
    60        0.2809            -nan     0.1000    0.0001
    80        0.2437            -nan     0.1000   -0.0005
   100        0.2107            -nan     0.1000    0.0001
   120        0.1850            -nan     0.1000   -0.0001
   140        0.1631            -nan     0.1000   -0.0007
   150        0.1539            -nan     0.1000   -0.0009

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6914            -nan     0.1000    0.0153
     2        0.6658            -nan     0.1000    0.0110
     3        0.6403            -nan     0.1000    0.0114
     4        0.6207            -nan     0.1000    0.0081
     5        0.6101            -nan     0.1000    0.0051
     6        0.5916            -nan     0.1000    0.0059
     7        0.5831            -nan     0.1000    0.0029
     8        0.5771            -nan     0.1000    0.0026
     9        0.5638            -nan     0.1000    0.0064
    10        0.5529            -nan     0.1000    0.0059
    20        0.4897            -nan     0.1000    0.0020
    40        0.4343            -nan     0.1000    0.0001
    60        0.3983            -nan     0.1000    0.0006
    80        0.3738            -nan     0.1000   -0.0004
   100        0.3559            -nan     0.1000   -0.0002
   120        0.3424            -nan     0.1000    0.0000
   140        0.3279            -nan     0.1000   -0.0003
   150        0.3220            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6821            -nan     0.1000    0.0211
     2        0.6474            -nan     0.1000    0.0145
     3        0.6212            -nan     0.1000    0.0124
     4        0.6011            -nan     0.1000    0.0092
     5        0.5908            -nan     0.1000    0.0042
     6        0.5700            -nan     0.1000    0.0091
     7        0.5567            -nan     0.1000    0.0044
     8        0.5369            -nan     0.1000    0.0082
     9        0.5219            -nan     0.1000    0.0074
    10        0.5148            -nan     0.1000    0.0021
    20        0.4346            -nan     0.1000    0.0035
    40        0.3595            -nan     0.1000   -0.0000
    60        0.3139            -nan     0.1000    0.0004
    80        0.2837            -nan     0.1000   -0.0000
   100        0.2589            -nan     0.1000    0.0004
   120        0.2410            -nan     0.1000   -0.0000
   140        0.2230            -nan     0.1000   -0.0010
   150        0.2164            -nan     0.1000   -0.0005

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6734            -nan     0.1000    0.0309
     2        0.6294            -nan     0.1000    0.0205
     3        0.6063            -nan     0.1000    0.0098
     4        0.5780            -nan     0.1000    0.0110
     5        0.5528            -nan     0.1000    0.0109
     6        0.5362            -nan     0.1000    0.0069
     7        0.5147            -nan     0.1000    0.0089
     8        0.5015            -nan     0.1000    0.0054
     9        0.4848            -nan     0.1000    0.0062
    10        0.4716            -nan     0.1000    0.0050
    20        0.3912            -nan     0.1000    0.0012
    40        0.3078            -nan     0.1000    0.0007
    60        0.2566            -nan     0.1000    0.0000
    80        0.2191            -nan     0.1000    0.0001
   100        0.1975            -nan     0.1000   -0.0003
   120        0.1752            -nan     0.1000   -0.0001
   140        0.1567            -nan     0.1000   -0.0003
   150        0.1478            -nan     0.1000   -0.0007

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6680            -nan     0.1000    0.0125
     2        0.6473            -nan     0.1000    0.0106
     3        0.6283            -nan     0.1000    0.0095
     4        0.6152            -nan     0.1000    0.0067
     5        0.5976            -nan     0.1000    0.0060
     6        0.5865            -nan     0.1000    0.0039
     7        0.5807            -nan     0.1000    0.0021
     8        0.5691            -nan     0.1000    0.0039
     9        0.5614            -nan     0.1000    0.0025
    10        0.5545            -nan     0.1000    0.0034
    20        0.5079            -nan     0.1000    0.0022
    40        0.4461            -nan     0.1000    0.0013
    60        0.4097            -nan     0.1000   -0.0001
    80        0.3869            -nan     0.1000    0.0004
   100        0.3670            -nan     0.1000    0.0001
   120        0.3495            -nan     0.1000   -0.0005
   140        0.3338            -nan     0.1000   -0.0004
   150        0.3271            -nan     0.1000   -0.0003

