dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
vehicle,C5.0,0.1,0.1,0.998,0.997,0.003,0.005,0.007
vehicle,C5.0,0.1,0.2,0.995,0.994,0.006,0.011,0.014
vehicle,C5.0,0.1,0.25,0.995,0.994,0.006,0.011,0.014
vehicle,C5.0,0.1,0.3,0.994,0.992,0.008,0.01,0.014
vehicle,C5.0,0.1,0.4,0.994,0.992,0.008,0.01,0.014
vehicle,C5.0,0.1,0.5,0.993,0.99,0.01,0.011,0.014
vehicle,C5.0,0.1,0.6,0.992,0.989,0.011,0.01,0.013
vehicle,C5.0,0.1,0.7,0.988,0.984,0.016,0.007,0.01
vehicle,C5.0,0.1,0.75,0.988,0.984,0.016,0.007,0.01
vehicle,C5.0,0.1,0.8,0.988,0.984,0.016,0.007,0.01
vehicle,C5.0,0.1,0.9,0.987,0.982,0.018,0.01,0.013
vehicle,C5.0,0.1,1,0.987,0.982,0.018,0.01,0.013
vehicle,C5.0,0.2,0.1,0.996,0.995,0.005,0.003,0.004
vehicle,C5.0,0.2,0.2,0.989,0.986,0.014,0.011,0.015
vehicle,C5.0,0.2,0.25,0.987,0.983,0.017,0.011,0.014
vehicle,C5.0,0.2,0.3,0.986,0.981,0.019,0.01,0.013
vehicle,C5.0,0.2,0.4,0.983,0.978,0.022,0.01,0.013
vehicle,C5.0,0.2,0.5,0.98,0.973,0.027,0.012,0.016
vehicle,C5.0,0.2,0.6,0.979,0.972,0.028,0.011,0.015
vehicle,C5.0,0.2,0.7,0.974,0.965,0.035,0.013,0.018
vehicle,C5.0,0.2,0.75,0.966,0.954,0.046,0.015,0.02
vehicle,C5.0,0.2,0.8,0.963,0.951,0.049,0.015,0.02
vehicle,C5.0,0.2,0.9,0.96,0.946,0.054,0.018,0.024
vehicle,C5.0,0.2,1,0.96,0.946,0.054,0.018,0.024
vehicle,C5.0,0.3,0.1,0.995,0.994,0.006,0.005,0.007
vehicle,C5.0,0.3,0.2,0.983,0.978,0.022,0.013,0.017
vehicle,C5.0,0.3,0.25,0.981,0.974,0.026,0.015,0.02
vehicle,C5.0,0.3,0.3,0.975,0.967,0.033,0.015,0.021
vehicle,C5.0,0.3,0.4,0.969,0.959,0.041,0.019,0.025
vehicle,C5.0,0.3,0.5,0.962,0.949,0.051,0.02,0.027
vehicle,C5.0,0.3,0.6,0.957,0.943,0.057,0.023,0.031
vehicle,C5.0,0.3,0.7,0.953,0.937,0.063,0.02,0.027
vehicle,C5.0,0.3,0.75,0.949,0.932,0.068,0.025,0.034
vehicle,C5.0,0.3,0.8,0.947,0.929,0.071,0.025,0.034
vehicle,C5.0,0.3,0.9,0.94,0.919,0.081,0.027,0.036
vehicle,C5.0,0.3,1,0.936,0.914,0.086,0.028,0.038
vehicle,JRip,0.1,0.1,0.999,0.998,0.002,0.003,0.003
vehicle,JRip,0.1,0.2,0.999,0.998,0.002,0.003,0.003
vehicle,JRip,0.1,0.25,0.999,0.998,0.002,0.003,0.003
vehicle,JRip,0.1,0.3,0.998,0.997,0.003,0.005,0.007
vehicle,JRip,0.1,0.4,0.996,0.995,0.005,0.005,0.007
vehicle,JRip,0.1,0.5,0.996,0.995,0.005,0.005,0.007
vehicle,JRip,0.1,0.6,0.996,0.995,0.005,0.005,0.007
vehicle,JRip,0.1,0.7,0.995,0.994,0.006,0.005,0.007
vehicle,JRip,0.1,0.75,0.995,0.994,0.006,0.005,0.007
vehicle,JRip,0.1,0.8,0.995,0.994,0.006,0.005,0.007
vehicle,JRip,0.1,0.9,0.994,0.992,0.008,0.007,0.01
vehicle,JRip,0.1,1,0.994,0.992,0.008,0.007,0.01
vehicle,JRip,0.2,0.1,1,1,0,0,0
vehicle,JRip,0.2,0.2,0.999,0.998,0.002,0.003,0.004
vehicle,JRip,0.2,0.25,0.999,0.998,0.002,0.003,0.004
vehicle,JRip,0.2,0.3,0.996,0.995,0.005,0.005,0.007
vehicle,JRip,0.2,0.4,0.995,0.994,0.006,0.006,0.009
vehicle,JRip,0.2,0.5,0.994,0.992,0.008,0.006,0.008
vehicle,JRip,0.2,0.6,0.991,0.987,0.013,0.009,0.012
vehicle,JRip,0.2,0.7,0.991,0.987,0.013,0.009,0.012
vehicle,JRip,0.2,0.75,0.988,0.984,0.016,0.011,0.015
vehicle,JRip,0.2,0.8,0.985,0.979,0.021,0.009,0.012
vehicle,JRip,0.2,0.9,0.983,0.978,0.022,0.009,0.012
vehicle,JRip,0.2,1,0.981,0.975,0.025,0.009,0.012
vehicle,JRip,0.3,0.1,1,1,0,0,0
vehicle,JRip,0.3,0.2,0.999,0.998,0.002,0.003,0.004
vehicle,JRip,0.3,0.25,0.998,0.997,0.003,0.003,0.004
vehicle,JRip,0.3,0.3,0.996,0.995,0.005,0.003,0.004
vehicle,JRip,0.3,0.4,0.995,0.994,0.006,0.005,0.007
vehicle,JRip,0.3,0.5,0.995,0.994,0.006,0.005,0.007
vehicle,JRip,0.3,0.6,0.993,0.99,0.01,0.005,0.007
vehicle,JRip,0.3,0.7,0.993,0.99,0.01,0.005,0.007
vehicle,JRip,0.3,0.75,0.992,0.989,0.011,0.005,0.007
vehicle,JRip,0.3,0.8,0.991,0.987,0.013,0.005,0.007
vehicle,JRip,0.3,0.9,0.991,0.987,0.013,0.005,0.007
vehicle,JRip,0.3,1,0.988,0.984,0.016,0.008,0.011
vehicle,PART,0.1,0.1,0.993,0.99,0.01,0.008,0.01
vehicle,PART,0.1,0.2,0.987,0.982,0.018,0.01,0.013
vehicle,PART,0.1,0.25,0.986,0.98,0.02,0.011,0.015
vehicle,PART,0.1,0.3,0.981,0.974,0.026,0.01,0.014
vehicle,PART,0.1,0.4,0.976,0.967,0.033,0.011,0.016
vehicle,PART,0.1,0.5,0.97,0.959,0.041,0.012,0.017
vehicle,PART,0.1,0.6,0.967,0.954,0.046,0.016,0.022
vehicle,PART,0.1,0.7,0.964,0.951,0.049,0.016,0.022
vehicle,PART,0.1,0.75,0.961,0.946,0.054,0.017,0.023
vehicle,PART,0.1,0.8,0.959,0.943,0.057,0.015,0.019
vehicle,PART,0.1,0.9,0.95,0.931,0.069,0.018,0.025
vehicle,PART,0.1,1,0.944,0.923,0.077,0.024,0.032
vehicle,PART,0.2,0.1,0.991,0.987,0.013,0.008,0.011
vehicle,PART,0.2,0.2,0.98,0.973,0.027,0.014,0.018
vehicle,PART,0.2,0.25,0.974,0.964,0.036,0.019,0.025
vehicle,PART,0.2,0.3,0.969,0.958,0.042,0.02,0.027
vehicle,PART,0.2,0.4,0.962,0.948,0.052,0.018,0.025
