dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
phoneme,C5.0,0.1,0.1,0.997,0.994,0.006,0.002,0.004
phoneme,C5.0,0.1,0.2,0.993,0.987,0.013,0.004,0.008
phoneme,C5.0,0.1,0.25,0.993,0.985,0.015,0.003,0.007
phoneme,C5.0,0.1,0.3,0.99,0.98,0.02,0.004,0.009
phoneme,C5.0,0.1,0.4,0.987,0.975,0.025,0.006,0.012
phoneme,C5.0,0.1,0.5,0.984,0.968,0.032,0.006,0.012
phoneme,C5.0,0.1,0.6,0.981,0.961,0.039,0.009,0.018
phoneme,C5.0,0.1,0.7,0.977,0.953,0.047,0.008,0.017
phoneme,C5.0,0.1,0.75,0.974,0.949,0.051,0.009,0.018
phoneme,C5.0,0.1,0.8,0.973,0.945,0.055,0.011,0.021
phoneme,C5.0,0.1,0.9,0.971,0.941,0.059,0.01,0.021
phoneme,C5.0,0.1,1,0.968,0.935,0.065,0.01,0.019
phoneme,C5.0,0.2,0.1,0.995,0.99,0.01,0.002,0.005
phoneme,C5.0,0.2,0.2,0.99,0.979,0.021,0.002,0.004
phoneme,C5.0,0.2,0.25,0.987,0.973,0.027,0.001,0.003
phoneme,C5.0,0.2,0.3,0.985,0.97,0.03,0.002,0.003
phoneme,C5.0,0.2,0.4,0.978,0.956,0.044,0.004,0.009
phoneme,C5.0,0.2,0.5,0.971,0.942,0.058,0.006,0.011
phoneme,C5.0,0.2,0.6,0.967,0.933,0.067,0.005,0.011
phoneme,C5.0,0.2,0.7,0.962,0.923,0.077,0.003,0.006
phoneme,C5.0,0.2,0.75,0.959,0.917,0.083,0.005,0.01
phoneme,C5.0,0.2,0.8,0.957,0.914,0.086,0.007,0.014
phoneme,C5.0,0.2,0.9,0.952,0.904,0.096,0.006,0.012
phoneme,C5.0,0.2,1,0.946,0.891,0.109,0.006,0.011
phoneme,C5.0,0.3,0.1,0.996,0.992,0.008,0.002,0.004
phoneme,C5.0,0.3,0.2,0.99,0.979,0.021,0.005,0.01
phoneme,C5.0,0.3,0.25,0.987,0.975,0.025,0.006,0.012
phoneme,C5.0,0.3,0.3,0.986,0.971,0.029,0.006,0.011
phoneme,C5.0,0.3,0.4,0.98,0.961,0.039,0.004,0.008
phoneme,C5.0,0.3,0.5,0.976,0.951,0.049,0.006,0.011
phoneme,C5.0,0.3,0.6,0.968,0.936,0.064,0.002,0.003
phoneme,C5.0,0.3,0.7,0.962,0.922,0.078,0.005,0.01
phoneme,C5.0,0.3,0.75,0.96,0.919,0.081,0.007,0.013
phoneme,C5.0,0.3,0.8,0.956,0.912,0.088,0.007,0.013
phoneme,C5.0,0.3,0.9,0.949,0.896,0.104,0.006,0.012
phoneme,C5.0,0.3,1,0.942,0.883,0.117,0.007,0.015
phoneme,JRip,0.1,0.1,0.999,0.998,0.002,0.001,0.003
phoneme,JRip,0.1,0.2,0.997,0.995,0.005,0.002,0.005
phoneme,JRip,0.1,0.25,0.997,0.994,0.006,0.003,0.006
phoneme,JRip,0.1,0.3,0.996,0.992,0.008,0.003,0.005
phoneme,JRip,0.1,0.4,0.994,0.987,0.013,0.003,0.006
phoneme,JRip,0.1,0.5,0.99,0.98,0.02,0.005,0.01
phoneme,JRip,0.1,0.6,0.987,0.975,0.025,0.006,0.012
phoneme,JRip,0.1,0.7,0.985,0.971,0.029,0.006,0.013
phoneme,JRip,0.1,0.75,0.985,0.969,0.031,0.006,0.013
phoneme,JRip,0.1,0.8,0.984,0.968,0.032,0.007,0.014
phoneme,JRip,0.1,0.9,0.981,0.962,0.038,0.006,0.012
phoneme,JRip,0.1,1,0.979,0.958,0.042,0.008,0.016
phoneme,JRip,0.2,0.1,0.997,0.995,0.005,0.002,0.004
phoneme,JRip,0.2,0.2,0.995,0.99,0.01,0.003,0.006
phoneme,JRip,0.2,0.25,0.993,0.986,0.014,0.005,0.009
phoneme,JRip,0.2,0.3,0.991,0.982,0.018,0.005,0.01
phoneme,JRip,0.2,0.4,0.988,0.975,0.025,0.007,0.014
phoneme,JRip,0.2,0.5,0.985,0.969,0.031,0.008,0.017
phoneme,JRip,0.2,0.6,0.981,0.962,0.038,0.01,0.021
phoneme,JRip,0.2,0.7,0.978,0.955,0.045,0.012,0.024
phoneme,JRip,0.2,0.75,0.974,0.947,0.053,0.017,0.034
phoneme,JRip,0.2,0.8,0.972,0.943,0.057,0.018,0.036
phoneme,JRip,0.2,0.9,0.966,0.932,0.068,0.021,0.043
phoneme,JRip,0.2,1,0.962,0.924,0.076,0.021,0.043
phoneme,JRip,0.3,0.1,0.995,0.989,0.011,0.002,0.005
phoneme,JRip,0.3,0.2,0.99,0.979,0.021,0.002,0.004
phoneme,JRip,0.3,0.25,0.988,0.976,0.024,0.002,0.004
phoneme,JRip,0.3,0.3,0.985,0.969,0.031,0.003,0.007
phoneme,JRip,0.3,0.4,0.978,0.956,0.044,0.005,0.009
phoneme,JRip,0.3,0.5,0.972,0.944,0.056,0.006,0.012
phoneme,JRip,0.3,0.6,0.965,0.93,0.07,0.007,0.015
phoneme,JRip,0.3,0.7,0.962,0.925,0.075,0.008,0.016
phoneme,JRip,0.3,0.75,0.961,0.921,0.079,0.009,0.019
phoneme,JRip,0.3,0.8,0.959,0.918,0.082,0.01,0.02
phoneme,JRip,0.3,0.9,0.954,0.908,0.092,0.01,0.02
phoneme,JRip,0.3,1,0.948,0.896,0.104,0.008,0.017
phoneme,PART,0.1,0.1,0.998,0.996,0.004,0.001,0.001
phoneme,PART,0.1,0.2,0.996,0.992,0.008,0.002,0.004
phoneme,PART,0.1,0.25,0.996,0.991,0.009,0.001,0.003
phoneme,PART,0.1,0.3,0.994,0.988,0.012,0.002,0.005
phoneme,PART,0.1,0.4,0.991,0.982,0.018,0.003,0.007
phoneme,PART,0.1,0.5,0.989,0.977,0.023,0.004,0.008
phoneme,PART,0.1,0.6,0.988,0.974,0.026,0.005,0.01
phoneme,PART,0.1,0.7,0.986,0.971,0.029,0.005,0.01
