dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
tic-tac-toe,C5.0,0.1,0.1,0.998,0.995,0.005,0.003,0.006
tic-tac-toe,C5.0,0.1,0.2,0.994,0.986,0.014,0.007,0.015
tic-tac-toe,C5.0,0.1,0.25,0.993,0.984,0.016,0.009,0.019
tic-tac-toe,C5.0,0.1,0.3,0.992,0.982,0.018,0.009,0.019
tic-tac-toe,C5.0,0.1,0.4,0.992,0.982,0.018,0.009,0.019
tic-tac-toe,C5.0,0.1,0.5,0.988,0.975,0.025,0.01,0.022
tic-tac-toe,C5.0,0.1,0.6,0.985,0.967,0.033,0.009,0.021
tic-tac-toe,C5.0,0.1,0.7,0.982,0.96,0.04,0.006,0.013
tic-tac-toe,C5.0,0.1,0.75,0.982,0.96,0.04,0.006,0.013
tic-tac-toe,C5.0,0.1,0.8,0.981,0.958,0.042,0.007,0.016
tic-tac-toe,C5.0,0.1,0.9,0.978,0.951,0.049,0.007,0.015
tic-tac-toe,C5.0,0.1,1,0.976,0.946,0.054,0.007,0.016
tic-tac-toe,C5.0,0.2,0.1,0.995,0.988,0.012,0.006,0.015
tic-tac-toe,C5.0,0.2,0.2,0.989,0.974,0.026,0.008,0.018
tic-tac-toe,C5.0,0.2,0.25,0.985,0.967,0.033,0.012,0.027
tic-tac-toe,C5.0,0.2,0.3,0.983,0.962,0.038,0.016,0.036
tic-tac-toe,C5.0,0.2,0.4,0.981,0.957,0.043,0.015,0.036
tic-tac-toe,C5.0,0.2,0.5,0.98,0.955,0.045,0.015,0.034
tic-tac-toe,C5.0,0.2,0.6,0.976,0.945,0.055,0.014,0.033
tic-tac-toe,C5.0,0.2,0.7,0.97,0.931,0.069,0.015,0.036
tic-tac-toe,C5.0,0.2,0.75,0.968,0.927,0.073,0.017,0.039
tic-tac-toe,C5.0,0.2,0.8,0.964,0.918,0.082,0.017,0.039
tic-tac-toe,C5.0,0.2,0.9,0.961,0.913,0.087,0.015,0.035
tic-tac-toe,C5.0,0.2,1,0.96,0.911,0.089,0.017,0.04
tic-tac-toe,C5.0,0.3,0.1,0.994,0.986,0.014,0.004,0.01
tic-tac-toe,C5.0,0.3,0.2,0.989,0.974,0.026,0.007,0.015
tic-tac-toe,C5.0,0.3,0.25,0.984,0.965,0.035,0.01,0.024
tic-tac-toe,C5.0,0.3,0.3,0.982,0.96,0.04,0.012,0.027
tic-tac-toe,C5.0,0.3,0.4,0.976,0.946,0.054,0.016,0.035
tic-tac-toe,C5.0,0.3,0.5,0.971,0.934,0.066,0.018,0.042
tic-tac-toe,C5.0,0.3,0.6,0.966,0.923,0.077,0.02,0.046
tic-tac-toe,C5.0,0.3,0.7,0.962,0.916,0.084,0.024,0.055
tic-tac-toe,C5.0,0.3,0.75,0.959,0.909,0.091,0.024,0.054
tic-tac-toe,C5.0,0.3,0.8,0.957,0.904,0.096,0.026,0.059
tic-tac-toe,C5.0,0.3,0.9,0.954,0.897,0.103,0.023,0.051
tic-tac-toe,C5.0,0.3,1,0.951,0.89,0.11,0.022,0.049
tic-tac-toe,JRip,0.1,0.1,0.999,0.998,0.002,0.002,0.005
tic-tac-toe,JRip,0.1,0.2,0.996,0.99,0.01,0.004,0.01
tic-tac-toe,JRip,0.1,0.25,0.995,0.988,0.012,0.005,0.012
tic-tac-toe,JRip,0.1,0.3,0.995,0.988,0.012,0.005,0.012
tic-tac-toe,JRip,0.1,0.4,0.994,0.986,0.014,0.007,0.016
tic-tac-toe,JRip,0.1,0.5,0.986,0.97,0.03,0.013,0.028
tic-tac-toe,JRip,0.1,0.6,0.983,0.963,0.037,0.009,0.021
tic-tac-toe,JRip,0.1,0.7,0.981,0.958,0.042,0.01,0.021
tic-tac-toe,JRip,0.1,0.75,0.977,0.949,0.051,0.01,0.024
tic-tac-toe,JRip,0.1,0.8,0.977,0.949,0.051,0.01,0.024
tic-tac-toe,JRip,0.1,0.9,0.976,0.946,0.054,0.011,0.025
tic-tac-toe,JRip,0.1,1,0.974,0.942,0.058,0.01,0.022
tic-tac-toe,JRip,0.2,0.1,0.993,0.984,0.016,0.006,0.014
tic-tac-toe,JRip,0.2,0.2,0.989,0.974,0.026,0.004,0.01
tic-tac-toe,JRip,0.2,0.25,0.986,0.97,0.03,0.006,0.013
tic-tac-toe,JRip,0.2,0.3,0.984,0.965,0.035,0.004,0.008
tic-tac-toe,JRip,0.2,0.4,0.978,0.951,0.049,0.004,0.01
tic-tac-toe,JRip,0.2,0.5,0.975,0.944,0.056,0.004,0.011
tic-tac-toe,JRip,0.2,0.6,0.971,0.934,0.066,0.006,0.015
tic-tac-toe,JRip,0.2,0.7,0.968,0.927,0.073,0.008,0.022
tic-tac-toe,JRip,0.2,0.75,0.967,0.925,0.075,0.011,0.027
tic-tac-toe,JRip,0.2,0.8,0.965,0.92,0.08,0.012,0.031
tic-tac-toe,JRip,0.2,0.9,0.957,0.904,0.096,0.017,0.042
tic-tac-toe,JRip,0.2,1,0.953,0.895,0.105,0.015,0.038
tic-tac-toe,JRip,0.3,0.1,0.993,0.984,0.016,0.005,0.01
tic-tac-toe,JRip,0.3,0.2,0.987,0.972,0.028,0.006,0.013
tic-tac-toe,JRip,0.3,0.25,0.982,0.96,0.04,0.006,0.013
tic-tac-toe,JRip,0.3,0.3,0.977,0.949,0.051,0.009,0.021
tic-tac-toe,JRip,0.3,0.4,0.971,0.935,0.065,0.006,0.013
tic-tac-toe,JRip,0.3,0.5,0.968,0.928,0.072,0.01,0.023
tic-tac-toe,JRip,0.3,0.6,0.962,0.916,0.084,0.008,0.019
tic-tac-toe,JRip,0.3,0.7,0.959,0.909,0.091,0.011,0.027
tic-tac-toe,JRip,0.3,0.75,0.955,0.899,0.101,0.01,0.025
tic-tac-toe,JRip,0.3,0.8,0.953,0.895,0.105,0.009,0.022
tic-tac-toe,JRip,0.3,0.9,0.949,0.886,0.114,0.013,0.031
tic-tac-toe,JRip,0.3,1,0.943,0.872,0.128,0.018,0.043
tic-tac-toe,PART,0.1,0.1,1,1,0,0,0
tic-tac-toe,PART,0.1,0.2,1,1,0,0,0
tic-tac-toe,PART,0.1,0.25,1,1,0,0,0
tic-tac-toe,PART,0.1,0.3,0.999,0.998,0.002,0.002,0.005
tic-tac-toe,PART,0.1,0.4,0.997,0.993,0.007,0.005,0.01
tic-tac-toe,PART,0.1,0.5,0.993,0.984,0.016,0.009,0.019
tic-tac-toe,PART,0.1,0.6,0.984,0.966,0.034,0.01,0.022
tic-tac-toe,PART,0.1,0.7,0.984,0.966,0.034,0.01,0.022
tic-tac-toe,PART,0.1,0.75,0.984,0.966,0.034,0.01,0.022
tic-tac-toe,PART,0.1,0.8,0.98,0.957,0.043,0.009,0.02
tic-tac-toe,PART,0.1,0.9,0.976,0.948,0.052,0.009,0.018
tic-tac-toe,PART,0.1,1,0.975,0.945,0.055,0.01,0.021
tic-tac-toe,PART,0.2,0.1,0.994,0.986,0.014,0.007,0.015
tic-tac-toe,PART,0.2,0.2,0.99,0.977,0.023,0.007,0.017
tic-tac-toe,PART,0.2,0.25,0.986,0.97,0.03,0.009,0.019
tic-tac-toe,PART,0.2,0.3,0.984,0.966,0.034,0.01,0.023
tic-tac-toe,PART,0.2,0.4,0.981,0.959,0.041,0.014,0.03
tic-tac-toe,PART,0.2,0.5,0.977,0.949,0.051,0.014,0.031
tic-tac-toe,PART,0.2,0.6,0.973,0.94,0.06,0.013,0.03
tic-tac-toe,PART,0.2,0.7,0.969,0.931,0.069,0.013,0.03
tic-tac-toe,PART,0.2,0.75,0.968,0.928,0.072,0.012,0.027
tic-tac-toe,PART,0.2,0.8,0.967,0.926,0.074,0.011,0.024
tic-tac-toe,PART,0.2,0.9,0.961,0.915,0.085,0.012,0.027
tic-tac-toe,PART,0.2,1,0.954,0.899,0.101,0.011,0.026
tic-tac-toe,PART,0.3,0.1,0.994,0.986,0.014,0.009,0.02
tic-tac-toe,PART,0.3,0.2,0.986,0.969,0.031,0.009,0.02
tic-tac-toe,PART,0.3,0.25,0.986,0.969,0.031,0.009,0.02
tic-tac-toe,PART,0.3,0.3,0.979,0.953,0.047,0.013,0.031
tic-tac-toe,PART,0.3,0.4,0.975,0.943,0.057,0.014,0.031
tic-tac-toe,PART,0.3,0.5,0.972,0.936,0.064,0.015,0.034
tic-tac-toe,PART,0.3,0.6,0.961,0.913,0.087,0.017,0.038
tic-tac-toe,PART,0.3,0.7,0.959,0.908,0.092,0.015,0.033
tic-tac-toe,PART,0.3,0.75,0.958,0.906,0.094,0.013,0.031
tic-tac-toe,PART,0.3,0.8,0.956,0.901,0.099,0.015,0.035
tic-tac-toe,PART,0.3,0.9,0.95,0.887,0.113,0.018,0.042
tic-tac-toe,PART,0.3,1,0.943,0.871,0.129,0.024,0.056
tic-tac-toe,bayesglm,0.1,0.1,0.996,0.99,0.01,0.004,0.01
tic-tac-toe,bayesglm,0.1,0.2,0.99,0.976,0.024,0.01,0.022
tic-tac-toe,bayesglm,0.1,0.25,0.99,0.976,0.024,0.01,0.022
tic-tac-toe,bayesglm,0.1,0.3,0.989,0.974,0.026,0.012,0.027
tic-tac-toe,bayesglm,0.1,0.4,0.981,0.958,0.042,0.014,0.031
tic-tac-toe,bayesglm,0.1,0.5,0.978,0.951,0.049,0.014,0.031
tic-tac-toe,bayesglm,0.1,0.6,0.974,0.941,0.059,0.015,0.035
tic-tac-toe,bayesglm,0.1,0.7,0.97,0.932,0.068,0.018,0.041
tic-tac-toe,bayesglm,0.1,0.75,0.97,0.932,0.068,0.018,0.041
tic-tac-toe,bayesglm,0.1,0.8,0.969,0.93,0.07,0.018,0.042
tic-tac-toe,bayesglm,0.1,0.9,0.962,0.916,0.084,0.014,0.031
tic-tac-toe,bayesglm,0.1,1,0.959,0.909,0.091,0.015,0.034
tic-tac-toe,bayesglm,0.2,0.1,0.994,0.986,0.014,0.004,0.01
tic-tac-toe,bayesglm,0.2,0.2,0.982,0.96,0.04,0.005,0.011
tic-tac-toe,bayesglm,0.2,0.25,0.982,0.96,0.04,0.005,0.011
tic-tac-toe,bayesglm,0.2,0.3,0.978,0.95,0.05,0.009,0.02
