dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
cmc,C5.0,0.1,0.1,0.999,0.996,0.004,0.002,0.005
cmc,C5.0,0.1,0.2,0.997,0.991,0.009,0.003,0.009
cmc,C5.0,0.1,0.25,0.997,0.991,0.009,0.003,0.009
cmc,C5.0,0.1,0.3,0.996,0.99,0.01,0.003,0.008
cmc,C5.0,0.1,0.4,0.989,0.974,0.026,0.006,0.015
cmc,C5.0,0.1,0.5,0.987,0.969,0.031,0.006,0.016
cmc,C5.0,0.1,0.6,0.984,0.961,0.039,0.007,0.016
cmc,C5.0,0.1,0.7,0.982,0.958,0.042,0.007,0.018
cmc,C5.0,0.1,0.75,0.981,0.955,0.045,0.009,0.021
cmc,C5.0,0.1,0.8,0.979,0.95,0.05,0.009,0.02
cmc,C5.0,0.1,0.9,0.977,0.945,0.055,0.01,0.024
cmc,C5.0,0.1,1,0.974,0.937,0.063,0.01,0.023
cmc,C5.0,0.2,0.1,0.996,0.99,0.01,0.003,0.007
cmc,C5.0,0.2,0.2,0.99,0.976,0.024,0.002,0.007
cmc,C5.0,0.2,0.25,0.986,0.966,0.034,0.004,0.011
cmc,C5.0,0.2,0.3,0.982,0.958,0.042,0.005,0.013
cmc,C5.0,0.2,0.4,0.979,0.95,0.05,0.006,0.015
cmc,C5.0,0.2,0.5,0.976,0.943,0.057,0.007,0.019
cmc,C5.0,0.2,0.6,0.97,0.928,0.072,0.008,0.024
cmc,C5.0,0.2,0.7,0.967,0.92,0.08,0.009,0.026
cmc,C5.0,0.2,0.75,0.964,0.914,0.086,0.011,0.032
cmc,C5.0,0.2,0.8,0.96,0.904,0.096,0.014,0.039
cmc,C5.0,0.2,0.9,0.955,0.891,0.109,0.012,0.036
cmc,C5.0,0.2,1,0.951,0.883,0.117,0.014,0.04
cmc,C5.0,0.3,0.1,0.993,0.981,0.019,0.004,0.014
cmc,C5.0,0.3,0.2,0.984,0.954,0.046,0.006,0.022
cmc,C5.0,0.3,0.25,0.981,0.947,0.053,0.007,0.026
cmc,C5.0,0.3,0.3,0.976,0.932,0.068,0.012,0.04
cmc,C5.0,0.3,0.4,0.965,0.905,0.095,0.01,0.039
cmc,C5.0,0.3,0.5,0.958,0.886,0.114,0.012,0.048
cmc,C5.0,0.3,0.6,0.948,0.859,0.141,0.017,0.065
cmc,C5.0,0.3,0.7,0.939,0.836,0.164,0.014,0.056
cmc,C5.0,0.3,0.75,0.938,0.833,0.167,0.015,0.055
cmc,C5.0,0.3,0.8,0.934,0.824,0.176,0.012,0.051
cmc,C5.0,0.3,0.9,0.921,0.792,0.208,0.013,0.053
cmc,C5.0,0.3,1,0.912,0.768,0.232,0.015,0.065
cmc,JRip,0.1,0.1,0.997,0.992,0.008,0.005,0.011
cmc,JRip,0.1,0.2,0.996,0.99,0.01,0.004,0.01
cmc,JRip,0.1,0.25,0.995,0.987,0.013,0.004,0.009
cmc,JRip,0.1,0.3,0.994,0.986,0.014,0.005,0.012
cmc,JRip,0.1,0.4,0.993,0.983,0.017,0.008,0.018
cmc,JRip,0.1,0.5,0.991,0.978,0.022,0.007,0.017
cmc,JRip,0.1,0.6,0.988,0.973,0.027,0.008,0.018
cmc,JRip,0.1,0.7,0.987,0.969,0.031,0.009,0.02
cmc,JRip,0.1,0.75,0.985,0.964,0.036,0.01,0.024
cmc,JRip,0.1,0.8,0.984,0.961,0.039,0.011,0.026
cmc,JRip,0.1,0.9,0.982,0.956,0.044,0.011,0.026
cmc,JRip,0.1,1,0.979,0.949,0.051,0.014,0.035
cmc,JRip,0.2,0.1,0.994,0.985,0.015,0.002,0.004
cmc,JRip,0.2,0.2,0.984,0.962,0.038,0.007,0.019
cmc,JRip,0.2,0.25,0.982,0.955,0.045,0.009,0.024
cmc,JRip,0.2,0.3,0.98,0.95,0.05,0.008,0.022
cmc,JRip,0.2,0.4,0.974,0.937,0.063,0.011,0.029
cmc,JRip,0.2,0.5,0.967,0.922,0.078,0.015,0.038
cmc,JRip,0.2,0.6,0.962,0.909,0.091,0.014,0.035
cmc,JRip,0.2,0.7,0.956,0.895,0.105,0.015,0.033
