dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
credit-g,C5.0,0.1,0.1,0.998,0.994,0.006,0.003,0.009
credit-g,C5.0,0.1,0.2,0.995,0.985,0.015,0.004,0.012
credit-g,C5.0,0.1,0.25,0.995,0.985,0.015,0.004,0.012
credit-g,C5.0,0.1,0.3,0.995,0.985,0.015,0.004,0.012
credit-g,C5.0,0.1,0.4,0.993,0.979,0.021,0.003,0.009
credit-g,C5.0,0.1,0.5,0.991,0.973,0.027,0.004,0.015
credit-g,C5.0,0.1,0.6,0.989,0.967,0.033,0.004,0.014
credit-g,C5.0,0.1,0.7,0.989,0.967,0.033,0.004,0.014
credit-g,C5.0,0.1,0.75,0.988,0.964,0.036,0.004,0.014
credit-g,C5.0,0.1,0.8,0.984,0.952,0.048,0.008,0.026
credit-g,C5.0,0.1,0.9,0.984,0.952,0.048,0.008,0.026
credit-g,C5.0,0.1,1,0.982,0.946,0.054,0.008,0.024
credit-g,C5.0,0.2,0.1,0.996,0.989,0.011,0.002,0.006
credit-g,C5.0,0.2,0.2,0.995,0.986,0.014,0.004,0.01
credit-g,C5.0,0.2,0.25,0.991,0.975,0.025,0.005,0.015
credit-g,C5.0,0.2,0.3,0.988,0.967,0.033,0.004,0.011
credit-g,C5.0,0.2,0.4,0.982,0.951,0.049,0.01,0.024
credit-g,C5.0,0.2,0.5,0.979,0.943,0.057,0.009,0.02
credit-g,C5.0,0.2,0.6,0.978,0.94,0.06,0.008,0.018
credit-g,C5.0,0.2,0.7,0.975,0.931,0.069,0.009,0.019
credit-g,C5.0,0.2,0.75,0.973,0.926,0.074,0.008,0.017
credit-g,C5.0,0.2,0.8,0.972,0.922,0.078,0.008,0.015
credit-g,C5.0,0.2,0.9,0.967,0.908,0.092,0.01,0.022
credit-g,C5.0,0.2,1,0.963,0.897,0.103,0.014,0.034
credit-g,C5.0,0.3,0.1,0.995,0.986,0.014,0.006,0.018
credit-g,C5.0,0.3,0.2,0.991,0.975,0.025,0.007,0.023
credit-g,C5.0,0.3,0.25,0.991,0.975,0.025,0.007,0.023
credit-g,C5.0,0.3,0.3,0.991,0.975,0.025,0.007,0.023
credit-g,C5.0,0.3,0.4,0.986,0.961,0.039,0.009,0.027
credit-g,C5.0,0.3,0.5,0.984,0.956,0.044,0.007,0.023
credit-g,C5.0,0.3,0.6,0.98,0.944,0.056,0.011,0.035
credit-g,C5.0,0.3,0.7,0.972,0.923,0.077,0.014,0.043
