dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
monks-problems-2,C5.0,0.1,0.1,0.985,0.967,0.033,0.009,0.021
monks-problems-2,C5.0,0.1,0.2,0.975,0.945,0.055,0.012,0.026
monks-problems-2,C5.0,0.1,0.25,0.963,0.919,0.081,0.015,0.033
monks-problems-2,C5.0,0.1,0.3,0.955,0.9,0.1,0.02,0.044
monks-problems-2,C5.0,0.1,0.4,0.94,0.867,0.133,0.011,0.024
monks-problems-2,C5.0,0.1,0.5,0.927,0.837,0.163,0.011,0.024
monks-problems-2,C5.0,0.1,0.6,0.908,0.799,0.201,0.016,0.034
monks-problems-2,C5.0,0.1,0.7,0.889,0.756,0.244,0.028,0.061
monks-problems-2,C5.0,0.1,0.75,0.88,0.738,0.262,0.027,0.057
monks-problems-2,C5.0,0.1,0.8,0.867,0.709,0.291,0.029,0.061
monks-problems-2,C5.0,0.1,0.9,0.855,0.682,0.318,0.031,0.065
monks-problems-2,C5.0,0.1,1,0.845,0.659,0.341,0.038,0.08
monks-problems-2,C5.0,0.2,0.1,0.983,0.963,0.037,0.013,0.03
monks-problems-2,C5.0,0.2,0.2,0.972,0.937,0.063,0.018,0.041
monks-problems-2,C5.0,0.2,0.25,0.958,0.908,0.092,0.031,0.067
monks-problems-2,C5.0,0.2,0.3,0.952,0.894,0.106,0.037,0.081
monks-problems-2,C5.0,0.2,0.4,0.943,0.876,0.124,0.036,0.078
monks-problems-2,C5.0,0.2,0.5,0.932,0.849,0.151,0.033,0.07
monks-problems-2,C5.0,0.2,0.6,0.913,0.81,0.19,0.038,0.079
monks-problems-2,C5.0,0.2,0.7,0.893,0.766,0.234,0.042,0.091
monks-problems-2,C5.0,0.2,0.75,0.879,0.733,0.267,0.039,0.083
monks-problems-2,C5.0,0.2,0.8,0.87,0.715,0.285,0.035,0.075
monks-problems-2,C5.0,0.2,0.9,0.855,0.682,0.318,0.032,0.07
monks-problems-2,C5.0,0.2,1,0.845,0.659,0.341,0.032,0.071
monks-problems-2,C5.0,0.3,0.1,0.982,0.959,0.041,0.009,0.02
monks-problems-2,C5.0,0.3,0.2,0.972,0.937,0.063,0.013,0.028
monks-problems-2,C5.0,0.3,0.25,0.96,0.912,0.088,0.017,0.037
monks-problems-2,C5.0,0.3,0.3,0.95,0.89,0.11,0.026,0.056
monks-problems-2,C5.0,0.3,0.4,0.932,0.85,0.15,0.025,0.053
monks-problems-2,C5.0,0.3,0.5,0.92,0.824,0.176,0.022,0.047
monks-problems-2,C5.0,0.3,0.6,0.899,0.776,0.224,0.027,0.056
monks-problems-2,C5.0,0.3,0.7,0.887,0.751,0.249,0.03,0.062
monks-problems-2,C5.0,0.3,0.75,0.877,0.728,0.272,0.029,0.06
monks-problems-2,C5.0,0.3,0.8,0.864,0.699,0.301,0.025,0.054
monks-problems-2,C5.0,0.3,0.9,0.847,0.661,0.339,0.016,0.037
monks-problems-2,C5.0,0.3,1,0.834,0.63,0.37,0.017,0.036
monks-problems-2,JRip,0.1,0.1,0.985,0.962,0.038,0.007,0.017
monks-problems-2,JRip,0.1,0.2,0.972,0.93,0.07,0.015,0.037
monks-problems-2,JRip,0.1,0.25,0.968,0.919,0.081,0.012,0.03
monks-problems-2,JRip,0.1,0.3,0.957,0.889,0.111,0.022,0.057
monks-problems-2,JRip,0.1,0.4,0.948,0.867,0.133,0.017,0.037
monks-problems-2,JRip,0.1,0.5,0.938,0.837,0.163,0.012,0.025
monks-problems-2,JRip,0.1,0.6,0.922,0.79,0.21,0.018,0.035
monks-problems-2,JRip,0.1,0.7,0.9,0.727,0.273,0.026,0.056
monks-problems-2,JRip,0.1,0.75,0.89,0.696,0.304,0.027,0.054
monks-problems-2,JRip,0.1,0.8,0.879,0.656,0.344,0.023,0.044
monks-problems-2,JRip,0.1,0.9,0.869,0.627,0.373,0.028,0.041
monks-problems-2,JRip,0.1,1,0.845,0.552,0.448,0.038,0.065
monks-problems-2,JRip,0.2,0.1,0.983,0.958,0.042,0.006,0.011
monks-problems-2,JRip,0.2,0.2,0.977,0.941,0.059,0.009,0.02
monks-problems-2,JRip,0.2,0.25,0.972,0.929,0.071,0.009,0.016
monks-problems-2,JRip,0.2,0.3,0.963,0.908,0.092,0.017,0.034
monks-problems-2,JRip,0.2,0.4,0.95,0.872,0.128,0.019,0.036
monks-problems-2,JRip,0.2,0.5,0.942,0.847,0.153,0.015,0.026
monks-problems-2,JRip,0.2,0.6,0.927,0.805,0.195,0.023,0.049
monks-problems-2,JRip,0.2,0.7,0.902,0.732,0.268,0.031,0.058
monks-problems-2,JRip,0.2,0.75,0.899,0.724,0.276,0.036,0.066
monks-problems-2,JRip,0.2,0.8,0.895,0.712,0.288,0.032,0.056
monks-problems-2,JRip,0.2,0.9,0.88,0.664,0.336,0.033,0.056
monks-problems-2,JRip,0.2,1,0.865,0.617,0.383,0.04,0.068
monks-problems-2,JRip,0.3,0.1,0.983,0.959,0.041,0.006,0.01
monks-problems-2,JRip,0.3,0.2,0.975,0.94,0.06,0.016,0.029
monks-problems-2,JRip,0.3,0.25,0.965,0.912,0.088,0.014,0.02
monks-problems-2,JRip,0.3,0.3,0.958,0.896,0.104,0.018,0.026
monks-problems-2,JRip,0.3,0.4,0.947,0.863,0.137,0.015,0.01
monks-problems-2,JRip,0.3,0.5,0.933,0.827,0.173,0.02,0.018
monks-problems-2,JRip,0.3,0.6,0.917,0.784,0.216,0.033,0.047
monks-problems-2,JRip,0.3,0.7,0.9,0.73,0.27,0.032,0.049
monks-problems-2,JRip,0.3,0.75,0.889,0.695,0.305,0.033,0.047
monks-problems-2,JRip,0.3,0.8,0.885,0.685,0.315,0.033,0.036
monks-problems-2,JRip,0.3,0.9,0.867,0.625,0.375,0.035,0.041
monks-problems-2,JRip,0.3,1,0.85,0.569,0.431,0.043,0.077
monks-problems-2,PART,0.1,0.1,0.983,0.964,0.036,0.01,0.023
monks-problems-2,PART,0.1,0.2,0.968,0.932,0.068,0.015,0.032
monks-problems-2,PART,0.1,0.25,0.963,0.921,0.079,0.016,0.036
monks-problems-2,PART,0.1,0.3,0.957,0.907,0.093,0.014,0.03
monks-problems-2,PART,0.1,0.4,0.935,0.861,0.139,0.017,0.032
monks-problems-2,PART,0.1,0.5,0.92,0.828,0.172,0.017,0.036
monks-problems-2,PART,0.1,0.6,0.913,0.813,0.187,0.014,0.029
monks-problems-2,PART,0.1,0.7,0.898,0.782,0.218,0.022,0.04
monks-problems-2,PART,0.1,0.75,0.892,0.767,0.233,0.028,0.055
monks-problems-2,PART,0.1,0.8,0.883,0.749,0.251,0.027,0.05
monks-problems-2,PART,0.1,0.9,0.868,0.716,0.284,0.034,0.07
monks-problems-2,PART,0.1,1,0.85,0.677,0.323,0.029,0.058
