dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
tic-tac-toe,C5.0,0.1,0.1,0.998,0.995,0.005,0.003,0.006
tic-tac-toe,C5.0,0.1,0.2,0.995,0.988,0.012,0.005,0.012
tic-tac-toe,C5.0,0.1,0.25,0.994,0.986,0.014,0.007,0.015
tic-tac-toe,C5.0,0.1,0.3,0.993,0.984,0.016,0.007,0.016
tic-tac-toe,C5.0,0.1,0.4,0.993,0.984,0.016,0.007,0.016
tic-tac-toe,C5.0,0.1,0.5,0.99,0.977,0.023,0.008,0.018
tic-tac-toe,C5.0,0.1,0.6,0.986,0.97,0.03,0.008,0.018
tic-tac-toe,C5.0,0.1,0.7,0.985,0.967,0.033,0.009,0.019
tic-tac-toe,C5.0,0.1,0.75,0.984,0.965,0.035,0.009,0.02
tic-tac-toe,C5.0,0.1,0.8,0.983,0.963,0.037,0.01,0.022
tic-tac-toe,C5.0,0.1,0.9,0.98,0.956,0.044,0.007,0.015
tic-tac-toe,C5.0,0.1,1,0.978,0.951,0.049,0.008,0.017
tic-tac-toe,C5.0,0.2,0.1,0.996,0.99,0.01,0.007,0.016
tic-tac-toe,C5.0,0.2,0.2,0.99,0.976,0.024,0.011,0.026
tic-tac-toe,C5.0,0.2,0.25,0.987,0.971,0.029,0.013,0.03
tic-tac-toe,C5.0,0.2,0.3,0.985,0.966,0.034,0.016,0.037
tic-tac-toe,C5.0,0.2,0.4,0.983,0.962,0.038,0.016,0.037
tic-tac-toe,C5.0,0.2,0.5,0.983,0.962,0.038,0.016,0.037
tic-tac-toe,C5.0,0.2,0.6,0.978,0.95,0.05,0.014,0.033
tic-tac-toe,C5.0,0.2,0.7,0.972,0.936,0.064,0.015,0.034
tic-tac-toe,C5.0,0.2,0.75,0.97,0.931,0.069,0.016,0.037
tic-tac-toe,C5.0,0.2,0.8,0.967,0.924,0.076,0.012,0.028
tic-tac-toe,C5.0,0.2,0.9,0.965,0.92,0.08,0.009,0.022
tic-tac-toe,C5.0,0.2,1,0.962,0.915,0.085,0.011,0.024
tic-tac-toe,C5.0,0.3,0.1,0.994,0.986,0.014,0.004,0.01
tic-tac-toe,C5.0,0.3,0.2,0.989,0.974,0.026,0.004,0.01
tic-tac-toe,C5.0,0.3,0.25,0.986,0.969,0.031,0.006,0.013
tic-tac-toe,C5.0,0.3,0.3,0.983,0.962,0.038,0.004,0.01
tic-tac-toe,C5.0,0.3,0.4,0.978,0.95,0.05,0.007,0.016
tic-tac-toe,C5.0,0.3,0.5,0.973,0.939,0.061,0.01,0.024
tic-tac-toe,C5.0,0.3,0.6,0.968,0.927,0.073,0.012,0.028
tic-tac-toe,C5.0,0.3,0.7,0.962,0.915,0.085,0.016,0.037
tic-tac-toe,C5.0,0.3,0.75,0.959,0.908,0.092,0.016,0.037
tic-tac-toe,C5.0,0.3,0.8,0.957,0.903,0.097,0.018,0.042
tic-tac-toe,C5.0,0.3,0.9,0.953,0.895,0.105,0.014,0.032
tic-tac-toe,C5.0,0.3,1,0.95,0.888,0.112,0.013,0.03
tic-tac-toe,JRip,0.1,0.1,0.998,0.995,0.005,0.003,0.007
tic-tac-toe,JRip,0.1,0.2,0.995,0.988,0.012,0.005,0.012
tic-tac-toe,JRip,0.1,0.25,0.993,0.983,0.017,0.007,0.016
tic-tac-toe,JRip,0.1,0.3,0.993,0.983,0.017,0.007,0.016
tic-tac-toe,JRip,0.1,0.4,0.992,0.981,0.019,0.009,0.02
tic-tac-toe,JRip,0.1,0.5,0.983,0.962,0.038,0.014,0.031
tic-tac-toe,JRip,0.1,0.6,0.981,0.958,0.042,0.011,0.026
tic-tac-toe,JRip,0.1,0.7,0.978,0.951,0.049,0.011,0.026
tic-tac-toe,JRip,0.1,0.75,0.975,0.944,0.056,0.014,0.031
tic-tac-toe,JRip,0.1,0.8,0.975,0.944,0.056,0.014,0.031
tic-tac-toe,JRip,0.1,0.9,0.974,0.942,0.058,0.014,0.033
tic-tac-toe,JRip,0.1,1,0.971,0.935,0.065,0.014,0.031
tic-tac-toe,JRip,0.2,0.1,0.994,0.986,0.014,0.007,0.016
tic-tac-toe,JRip,0.2,0.2,0.988,0.974,0.026,0.007,0.015
tic-tac-toe,JRip,0.2,0.25,0.985,0.967,0.033,0.008,0.017
tic-tac-toe,JRip,0.2,0.3,0.983,0.962,0.038,0.006,0.013
tic-tac-toe,JRip,0.2,0.4,0.977,0.948,0.052,0.005,0.011
tic-tac-toe,JRip,0.2,0.5,0.974,0.941,0.059,0.004,0.01
tic-tac-toe,JRip,0.2,0.6,0.97,0.932,0.068,0.004,0.012
tic-tac-toe,JRip,0.2,0.7,0.968,0.927,0.073,0.006,0.015
tic-tac-toe,JRip,0.2,0.75,0.967,0.925,0.075,0.008,0.02
tic-tac-toe,JRip,0.2,0.8,0.965,0.92,0.08,0.009,0.023
tic-tac-toe,JRip,0.2,0.9,0.957,0.904,0.096,0.014,0.034
tic-tac-toe,JRip,0.2,1,0.952,0.892,0.108,0.011,0.028
tic-tac-toe,JRip,0.3,0.1,0.993,0.983,0.017,0.005,0.011
tic-tac-toe,JRip,0.3,0.2,0.988,0.974,0.026,0.008,0.017
tic-tac-toe,JRip,0.3,0.25,0.984,0.965,0.035,0.008,0.019
tic-tac-toe,JRip,0.3,0.3,0.979,0.953,0.047,0.007,0.017
tic-tac-toe,JRip,0.3,0.4,0.973,0.939,0.061,0.009,0.019
tic-tac-toe,JRip,0.3,0.5,0.969,0.929,0.071,0.012,0.027
tic-tac-toe,JRip,0.3,0.6,0.961,0.913,0.087,0.01,0.022
tic-tac-toe,JRip,0.3,0.7,0.957,0.903,0.097,0.014,0.032
tic-tac-toe,JRip,0.3,0.75,0.954,0.897,0.103,0.013,0.029
tic-tac-toe,JRip,0.3,0.8,0.952,0.892,0.108,0.013,0.028
tic-tac-toe,JRip,0.3,0.9,0.949,0.885,0.115,0.016,0.036
tic-tac-toe,JRip,0.3,1,0.944,0.874,0.126,0.021,0.047
tic-tac-toe,PART,0.1,0.1,0.999,0.998,0.002,0.002,0.005
tic-tac-toe,PART,0.1,0.2,0.997,0.993,0.007,0.003,0.006
tic-tac-toe,PART,0.1,0.25,0.997,0.993,0.007,0.003,0.006
tic-tac-toe,PART,0.1,0.3,0.996,0.991,0.009,0.002,0.005
tic-tac-toe,PART,0.1,0.4,0.994,0.986,0.014,0.004,0.01
tic-tac-toe,PART,0.1,0.5,0.992,0.982,0.018,0.008,0.017
tic-tac-toe,PART,0.1,0.6,0.982,0.961,0.039,0.009,0.019
tic-tac-toe,PART,0.1,0.7,0.981,0.958,0.042,0.008,0.017
tic-tac-toe,PART,0.1,0.75,0.981,0.958,0.042,0.008,0.017
tic-tac-toe,PART,0.1,0.8,0.979,0.954,0.046,0.008,0.018
tic-tac-toe,PART,0.1,0.9,0.976,0.947,0.053,0.008,0.017
tic-tac-toe,PART,0.1,1,0.975,0.945,0.055,0.009,0.02
tic-tac-toe,PART,0.2,0.1,0.995,0.988,0.012,0.004,0.008
tic-tac-toe,PART,0.2,0.2,0.993,0.984,0.016,0.005,0.011
tic-tac-toe,PART,0.2,0.25,0.991,0.979,0.021,0.007,0.015
tic-tac-toe,PART,0.2,0.3,0.99,0.976,0.024,0.008,0.019
tic-tac-toe,PART,0.2,0.4,0.988,0.972,0.028,0.01,0.023
tic-tac-toe,PART,0.2,0.5,0.985,0.967,0.033,0.008,0.018
tic-tac-toe,PART,0.2,0.6,0.983,0.963,0.037,0.006,0.014
tic-tac-toe,PART,0.2,0.7,0.98,0.956,0.044,0.006,0.014
tic-tac-toe,PART,0.2,0.75,0.979,0.953,0.047,0.005,0.012
tic-tac-toe,PART,0.2,0.8,0.977,0.949,0.051,0.006,0.014
tic-tac-toe,PART,0.2,0.9,0.972,0.937,0.063,0.007,0.016
tic-tac-toe,PART,0.2,1,0.966,0.923,0.077,0.003,0.007
tic-tac-toe,PART,0.3,0.1,0.994,0.986,0.014,0.009,0.019
tic-tac-toe,PART,0.3,0.2,0.985,0.968,0.032,0.011,0.025
tic-tac-toe,PART,0.3,0.25,0.985,0.968,0.032,0.011,0.025
tic-tac-toe,PART,0.3,0.3,0.979,0.953,0.047,0.011,0.025
tic-tac-toe,PART,0.3,0.4,0.974,0.942,0.058,0.012,0.026
tic-tac-toe,PART,0.3,0.5,0.971,0.935,0.065,0.013,0.026
tic-tac-toe,PART,0.3,0.6,0.96,0.912,0.088,0.013,0.027
tic-tac-toe,PART,0.3,0.7,0.959,0.909,0.091,0.011,0.023
tic-tac-toe,PART,0.3,0.75,0.958,0.907,0.093,0.011,0.023
tic-tac-toe,PART,0.3,0.8,0.957,0.905,0.095,0.011,0.023
tic-tac-toe,PART,0.3,0.9,0.952,0.893,0.107,0.013,0.027
tic-tac-toe,PART,0.3,1,0.946,0.878,0.122,0.014,0.031
tic-tac-toe,bayesglm,0.1,0.1,0.996,0.99,0.01,0.004,0.01
tic-tac-toe,bayesglm,0.1,0.2,0.99,0.976,0.024,0.01,0.022
tic-tac-toe,bayesglm,0.1,0.25,0.99,0.976,0.024,0.01,0.022
tic-tac-toe,bayesglm,0.1,0.3,0.989,0.974,0.026,0.012,0.027
tic-tac-toe,bayesglm,0.1,0.4,0.981,0.957,0.043,0.014,0.031
tic-tac-toe,bayesglm,0.1,0.5,0.978,0.951,0.049,0.014,0.031
tic-tac-toe,bayesglm,0.1,0.6,0.974,0.941,0.059,0.015,0.035
tic-tac-toe,bayesglm,0.1,0.7,0.97,0.932,0.068,0.018,0.041
tic-tac-toe,bayesglm,0.1,0.75,0.97,0.932,0.068,0.018,0.041
tic-tac-toe,bayesglm,0.1,0.8,0.969,0.93,0.07,0.018,0.042
tic-tac-toe,bayesglm,0.1,0.9,0.962,0.916,0.084,0.014,0.031
tic-tac-toe,bayesglm,0.1,1,0.959,0.909,0.091,0.015,0.034
tic-tac-toe,bayesglm,0.2,0.1,0.994,0.986,0.014,0.004,0.01
tic-tac-toe,bayesglm,0.2,0.2,0.982,0.96,0.04,0.005,0.011
tic-tac-toe,bayesglm,0.2,0.25,0.982,0.96,0.04,0.005,0.011
tic-tac-toe,bayesglm,0.2,0.3,0.978,0.95,0.05,0.009,0.02
tic-tac-toe,bayesglm,0.2,0.4,0.973,0.939,0.061,0.01,0.023
tic-tac-toe,bayesglm,0.2,0.5,0.967,0.925,0.075,0.012,0.028
tic-tac-toe,bayesglm,0.2,0.6,0.96,0.911,0.089,0.013,0.031
tic-tac-toe,bayesglm,0.2,0.7,0.953,0.895,0.105,0.017,0.038
