"instances_n","attributes_num","attributes_nom","dataset_type","K"
1.57310463332962,0.497394814644977,-0.337445081766783,-0.361813613493316,4
-0.396876868931067,-0.254726435378792,-0.207257936023425,-0.361813613493316,4
-0.339069096956183,0.506438356729434,-0.337445081766783,2.65329983228432,4
-0.414487617131796,-0.872701811149824,3.09949556585786,-0.361813613493316,4
0.200448285654241,1.19600844066906,-0.337445081766783,-0.361813613493316,5
-0.436956051267447,-0.452177104222708,-0.181220506874754,-0.361813613493316,5
-0.414487617131796,-0.872701811149824,3.09949556585786,-0.361813613493316,5
-0.339069096956183,0.506438356729434,-0.337445081766783,2.65329983228432,5
2.22358936984427,-0.277335290589928,-0.337445081766783,-0.361813613493316,5
-0.414487617131796,-0.872701811149824,3.09949556585786,-0.361813613493316,6
0.387619769319235,1.86296966939756,-0.337445081766783,2.65329983228432,6
-1.0657579632316,-0.850092955938691,-0.337445081766783,2.65329983228432,6
-0.436956051267447,-0.452177104222708,-0.181220506874754,-0.361813613493316,6
0.200448285654241,1.19600844066906,-0.337445081766783,-0.361813613493316,6
2.22358936984427,-0.277335290589928,-0.337445081766783,-0.361813613493316,6
