dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
liver-disorders,C5.0,0.1,0.1,0.994,0.988,0.012,0.008,0.016
liver-disorders,C5.0,0.1,0.2,0.986,0.97,0.03,0.018,0.036
liver-disorders,C5.0,0.1,0.25,0.983,0.964,0.036,0.024,0.048
liver-disorders,C5.0,0.1,0.3,0.983,0.964,0.036,0.024,0.048
liver-disorders,C5.0,0.1,0.4,0.98,0.959,0.041,0.03,0.06
liver-disorders,C5.0,0.1,0.5,0.98,0.959,0.041,0.03,0.06
liver-disorders,C5.0,0.1,0.6,0.98,0.959,0.041,0.03,0.06
liver-disorders,C5.0,0.1,0.7,0.98,0.959,0.041,0.03,0.06
liver-disorders,C5.0,0.1,0.75,0.98,0.959,0.041,0.03,0.06
liver-disorders,C5.0,0.1,0.8,0.977,0.952,0.048,0.03,0.061
liver-disorders,C5.0,0.1,0.9,0.971,0.94,0.06,0.031,0.063
liver-disorders,C5.0,0.1,1,0.965,0.928,0.072,0.038,0.078
liver-disorders,C5.0,0.2,0.1,0.986,0.969,0.031,0.018,0.039
liver-disorders,C5.0,0.2,0.2,0.971,0.937,0.063,0.014,0.032
liver-disorders,C5.0,0.2,0.25,0.968,0.932,0.068,0.019,0.039
liver-disorders,C5.0,0.2,0.3,0.965,0.924,0.076,0.019,0.043
liver-disorders,C5.0,0.2,0.4,0.957,0.906,0.094,0.023,0.049
liver-disorders,C5.0,0.2,0.5,0.939,0.868,0.132,0.03,0.068
liver-disorders,C5.0,0.2,0.6,0.928,0.842,0.158,0.029,0.068
liver-disorders,C5.0,0.2,0.7,0.925,0.837,0.163,0.033,0.073
liver-disorders,C5.0,0.2,0.75,0.919,0.824,0.176,0.03,0.068
liver-disorders,C5.0,0.2,0.8,0.916,0.818,0.182,0.033,0.074
liver-disorders,C5.0,0.2,0.9,0.896,0.774,0.226,0.042,0.089
liver-disorders,C5.0,0.2,1,0.881,0.742,0.258,0.042,0.09
liver-disorders,C5.0,0.3,0.1,0.983,0.964,0.036,0.012,0.026
liver-disorders,C5.0,0.3,0.2,0.971,0.939,0.061,0.014,0.028
liver-disorders,C5.0,0.3,0.25,0.962,0.921,0.079,0.022,0.043
liver-disorders,C5.0,0.3,0.3,0.957,0.909,0.091,0.029,0.057
liver-disorders,C5.0,0.3,0.4,0.942,0.878,0.122,0.035,0.071
liver-disorders,C5.0,0.3,0.5,0.93,0.852,0.148,0.045,0.091
liver-disorders,C5.0,0.3,0.6,0.922,0.834,0.166,0.039,0.077
liver-disorders,C5.0,0.3,0.7,0.916,0.822,0.178,0.038,0.075
liver-disorders,C5.0,0.3,0.75,0.901,0.792,0.208,0.047,0.095
liver-disorders,C5.0,0.3,0.8,0.89,0.766,0.234,0.039,0.081
liver-disorders,C5.0,0.3,0.9,0.87,0.722,0.278,0.037,0.081
liver-disorders,C5.0,0.3,1,0.852,0.686,0.314,0.04,0.08
liver-disorders,C5.0,0.4,0.1,0.983,0.963,0.037,0.019,0.041
liver-disorders,C5.0,0.4,0.2,0.962,0.92,0.08,0.017,0.036
liver-disorders,C5.0,0.4,0.25,0.959,0.914,0.086,0.016,0.033
liver-disorders,C5.0,0.4,0.3,0.954,0.902,0.098,0.019,0.038
liver-disorders,C5.0,0.4,0.4,0.942,0.877,0.123,0.018,0.03
liver-disorders,C5.0,0.4,0.5,0.93,0.852,0.148,0.019,0.035
liver-disorders,C5.0,0.4,0.6,0.91,0.809,0.191,0.019,0.031
liver-disorders,C5.0,0.4,0.7,0.89,0.764,0.236,0.013,0.027
liver-disorders,C5.0,0.4,0.75,0.878,0.74,0.26,0.008,0.024
liver-disorders,C5.0,0.4,0.8,0.878,0.74,0.26,0.008,0.024
liver-disorders,C5.0,0.4,0.9,0.87,0.722,0.278,0.01,0.024
liver-disorders,C5.0,0.4,1,0.852,0.684,0.316,0.012,0.033
liver-disorders,C5.0,0.5,0.1,0.974,0.943,0.057,0.019,0.043
liver-disorders,C5.0,0.5,0.2,0.962,0.918,0.082,0.024,0.055
liver-disorders,C5.0,0.5,0.25,0.957,0.905,0.095,0.027,0.062
