dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
mfeat-zernike,C5.0,0.1,0.1,1,1,0,0,0
mfeat-zernike,C5.0,0.1,0.2,1,1,0,0,0
mfeat-zernike,C5.0,0.1,0.25,1,1,0,0,0
mfeat-zernike,C5.0,0.1,0.3,1,1,0,0,0
mfeat-zernike,C5.0,0.1,0.4,1,1,0,0,0
mfeat-zernike,C5.0,0.1,0.5,1,1,0,0,0
mfeat-zernike,C5.0,0.1,0.6,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.1,0.7,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.1,0.75,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.1,0.8,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.1,0.9,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.1,1,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.2,0.1,1,1,0,0,0
mfeat-zernike,C5.0,0.2,0.2,1,1,0,0,0
mfeat-zernike,C5.0,0.2,0.25,1,1,0,0,0
mfeat-zernike,C5.0,0.2,0.3,1,1,0,0,0
mfeat-zernike,C5.0,0.2,0.4,1,1,0,0,0
mfeat-zernike,C5.0,0.2,0.5,0.999,0.994,0.006,0.001,0.008
mfeat-zernike,C5.0,0.2,0.6,0.999,0.991,0.009,0.002,0.013
mfeat-zernike,C5.0,0.2,0.7,0.999,0.991,0.009,0.002,0.013
mfeat-zernike,C5.0,0.2,0.75,0.999,0.991,0.009,0.002,0.013
mfeat-zernike,C5.0,0.2,0.8,0.999,0.991,0.009,0.002,0.013
mfeat-zernike,C5.0,0.2,0.9,0.998,0.986,0.014,0.003,0.014
mfeat-zernike,C5.0,0.2,1,0.997,0.98,0.02,0.003,0.016
mfeat-zernike,C5.0,0.3,0.1,1,1,0,0,0
mfeat-zernike,C5.0,0.3,0.2,1,1,0,0,0
mfeat-zernike,C5.0,0.3,0.25,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.3,0.3,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.3,0.4,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.3,0.5,0.999,0.994,0.006,0.002,0.013
mfeat-zernike,C5.0,0.3,0.6,0.999,0.991,0.009,0.002,0.013
mfeat-zernike,C5.0,0.3,0.7,0.999,0.991,0.009,0.002,0.013
mfeat-zernike,C5.0,0.3,0.75,0.999,0.991,0.009,0.002,0.013
mfeat-zernike,C5.0,0.3,0.8,0.998,0.989,0.011,0.003,0.016
mfeat-zernike,C5.0,0.3,0.9,0.998,0.986,0.014,0.004,0.02
mfeat-zernike,C5.0,0.3,1,0.997,0.98,0.02,0.003,0.016
mfeat-zernike,C5.0,0.4,0.1,1,1,0,0,0
mfeat-zernike,C5.0,0.4,0.2,1,1,0,0,0
mfeat-zernike,C5.0,0.4,0.25,1,1,0,0,0
mfeat-zernike,C5.0,0.4,0.3,1,1,0,0,0
mfeat-zernike,C5.0,0.4,0.4,1,0.997,0.003,0.001,0.007
mfeat-zernike,C5.0,0.4,0.5,0.999,0.994,0.006,0.001,0.008
mfeat-zernike,C5.0,0.4,0.6,0.998,0.988,0.012,0.001,0.007
mfeat-zernike,C5.0,0.4,0.7,0.998,0.988,0.012,0.001,0.007
mfeat-zernike,C5.0,0.4,0.75,0.997,0.982,0.018,0.001,0.006
mfeat-zernike,C5.0,0.4,0.8,0.997,0.982,0.018,0.001,0.006
mfeat-zernike,C5.0,0.4,0.9,0.996,0.977,0.023,0.003,0.019
mfeat-zernike,C5.0,0.4,1,0.996,0.974,0.026,0.003,0.018
mfeat-zernike,C5.0,0.5,0.1,1,1,0,0,0
mfeat-zernike,C5.0,0.5,0.2,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.5,0.25,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.5,0.3,1,0.997,0.003,0.001,0.006
mfeat-zernike,C5.0,0.5,0.4,0.999,0.991,0.009,0.001,0.008
mfeat-zernike,C5.0,0.5,0.5,0.998,0.985,0.015,0.003,0.015
mfeat-zernike,C5.0,0.5,0.6,0.997,0.982,0.018,0.002,0.013
