dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
credit-g,C5.0,0.1,0.1,0.998,0.994,0.006,0.003,0.008
credit-g,C5.0,0.1,0.2,0.997,0.992,0.008,0.004,0.013
credit-g,C5.0,0.1,0.25,0.997,0.992,0.008,0.004,0.013
credit-g,C5.0,0.1,0.3,0.997,0.992,0.008,0.004,0.013
credit-g,C5.0,0.1,0.4,0.995,0.986,0.014,0.005,0.014
credit-g,C5.0,0.1,0.5,0.991,0.975,0.025,0.005,0.015
credit-g,C5.0,0.1,0.6,0.987,0.963,0.037,0.006,0.016
credit-g,C5.0,0.1,0.7,0.984,0.955,0.045,0.008,0.022
credit-g,C5.0,0.1,0.75,0.984,0.955,0.045,0.008,0.022
credit-g,C5.0,0.1,0.8,0.982,0.949,0.051,0.009,0.025
credit-g,C5.0,0.1,0.9,0.981,0.947,0.053,0.011,0.03
credit-g,C5.0,0.1,1,0.98,0.944,0.056,0.01,0.027
credit-g,C5.0,0.2,0.1,0.996,0.988,0.012,0.002,0.007
credit-g,C5.0,0.2,0.2,0.995,0.985,0.015,0.004,0.01
credit-g,C5.0,0.2,0.25,0.993,0.98,0.02,0.006,0.017
credit-g,C5.0,0.2,0.3,0.99,0.971,0.029,0.007,0.02
credit-g,C5.0,0.2,0.4,0.986,0.959,0.041,0.008,0.024
credit-g,C5.0,0.2,0.5,0.982,0.947,0.053,0.01,0.031
credit-g,C5.0,0.2,0.6,0.979,0.937,0.063,0.011,0.034
credit-g,C5.0,0.2,0.7,0.974,0.922,0.078,0.013,0.039
credit-g,C5.0,0.2,0.75,0.972,0.916,0.084,0.012,0.037
credit-g,C5.0,0.2,0.8,0.972,0.916,0.084,0.012,0.037
credit-g,C5.0,0.2,0.9,0.967,0.901,0.099,0.012,0.037
credit-g,C5.0,0.2,1,0.964,0.892,0.108,0.013,0.04
credit-g,C5.0,0.3,0.1,0.993,0.98,0.02,0.006,0.018
credit-g,C5.0,0.3,0.2,0.988,0.965,0.035,0.009,0.029
credit-g,C5.0,0.3,0.25,0.987,0.962,0.038,0.008,0.025
credit-g,C5.0,0.3,0.3,0.986,0.959,0.041,0.007,0.022
credit-g,C5.0,0.3,0.4,0.983,0.951,0.049,0.006,0.019
credit-g,C5.0,0.3,0.5,0.981,0.946,0.054,0.004,0.015
credit-g,C5.0,0.3,0.6,0.976,0.931,0.069,0.007,0.022
credit-g,C5.0,0.3,0.7,0.973,0.922,0.078,0.008,0.024
credit-g,C5.0,0.3,0.75,0.971,0.916,0.084,0.01,0.03
credit-g,C5.0,0.3,0.8,0.969,0.91,0.09,0.008,0.027
credit-g,C5.0,0.3,0.9,0.96,0.885,0.115,0.008,0.025
credit-g,C5.0,0.3,1,0.956,0.873,0.127,0.008,0.026
