dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
cmc,C5.0,0.1,0.1,0.998,0.995,0.005,0.005,0.01
cmc,C5.0,0.1,0.2,0.994,0.986,0.014,0.012,0.026
cmc,C5.0,0.1,0.25,0.993,0.983,0.017,0.013,0.029
cmc,C5.0,0.1,0.3,0.991,0.98,0.02,0.012,0.028
cmc,C5.0,0.1,0.4,0.987,0.971,0.029,0.014,0.03
cmc,C5.0,0.1,0.5,0.984,0.965,0.035,0.016,0.036
cmc,C5.0,0.1,0.6,0.983,0.961,0.039,0.017,0.038
cmc,C5.0,0.1,0.7,0.982,0.959,0.041,0.017,0.037
cmc,C5.0,0.1,0.75,0.98,0.953,0.047,0.019,0.042
cmc,C5.0,0.1,0.8,0.978,0.948,0.052,0.02,0.043
cmc,C5.0,0.1,0.9,0.974,0.941,0.059,0.021,0.044
cmc,C5.0,0.1,1,0.97,0.932,0.068,0.022,0.047
cmc,C5.0,0.2,0.1,0.992,0.982,0.018,0.007,0.016
cmc,C5.0,0.2,0.2,0.986,0.968,0.032,0.008,0.018
cmc,C5.0,0.2,0.25,0.984,0.964,0.036,0.007,0.017
cmc,C5.0,0.2,0.3,0.981,0.958,0.042,0.009,0.019
cmc,C5.0,0.2,0.4,0.977,0.949,0.051,0.01,0.021
cmc,C5.0,0.2,0.5,0.974,0.943,0.057,0.009,0.021
cmc,C5.0,0.2,0.6,0.965,0.921,0.079,0.016,0.037
cmc,C5.0,0.2,0.7,0.959,0.909,0.091,0.018,0.043
cmc,C5.0,0.2,0.75,0.955,0.898,0.102,0.021,0.051
cmc,C5.0,0.2,0.8,0.949,0.886,0.114,0.021,0.052
cmc,C5.0,0.2,0.9,0.944,0.874,0.126,0.018,0.045
cmc,C5.0,0.2,1,0.938,0.862,0.138,0.016,0.042
cmc,C5.0,0.3,0.1,0.997,0.993,0.007,0.002,0.004
cmc,C5.0,0.3,0.2,0.988,0.971,0.029,0.002,0.005
cmc,C5.0,0.3,0.25,0.984,0.961,0.039,0.002,0.005
cmc,C5.0,0.3,0.3,0.981,0.955,0.045,0.004,0.008
cmc,C5.0,0.3,0.4,0.969,0.928,0.072,0.005,0.011
cmc,C5.0,0.3,0.5,0.964,0.915,0.085,0.007,0.017
cmc,C5.0,0.3,0.6,0.952,0.887,0.113,0.011,0.025
cmc,C5.0,0.3,0.7,0.944,0.868,0.132,0.015,0.034
cmc,C5.0,0.3,0.75,0.94,0.86,0.14,0.016,0.035
cmc,C5.0,0.3,0.8,0.938,0.854,0.146,0.014,0.032
cmc,C5.0,0.3,0.9,0.925,0.827,0.173,0.018,0.036
cmc,C5.0,0.3,1,0.915,0.805,0.195,0.02,0.035
cmc,JRip,0.1,0.1,0.997,0.992,0.008,0.004,0.01
cmc,JRip,0.1,0.2,0.991,0.979,0.021,0.007,0.017
cmc,JRip,0.1,0.25,0.99,0.975,0.025,0.01,0.025
cmc,JRip,0.1,0.3,0.99,0.975,0.025,0.01,0.025
cmc,JRip,0.1,0.4,0.982,0.956,0.044,0.016,0.042
cmc,JRip,0.1,0.5,0.978,0.945,0.055,0.021,0.055
