dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
cmc,C5.0,0.1,0.1,0.997,0.992,0.008,0.003,0.008
cmc,C5.0,0.1,0.2,0.997,0.992,0.008,0.003,0.008
cmc,C5.0,0.1,0.25,0.995,0.989,0.011,0.004,0.008
cmc,C5.0,0.1,0.3,0.995,0.987,0.013,0.004,0.008
cmc,C5.0,0.1,0.4,0.991,0.979,0.021,0.005,0.01
cmc,C5.0,0.1,0.5,0.988,0.973,0.027,0.004,0.007
cmc,C5.0,0.1,0.6,0.986,0.966,0.034,0.004,0.009
cmc,C5.0,0.1,0.7,0.98,0.951,0.049,0.008,0.02
cmc,C5.0,0.1,0.75,0.979,0.949,0.051,0.009,0.023
cmc,C5.0,0.1,0.8,0.975,0.939,0.061,0.011,0.029
cmc,C5.0,0.1,0.9,0.971,0.929,0.071,0.012,0.033
cmc,C5.0,0.1,1,0.967,0.921,0.079,0.012,0.034
cmc,C5.0,0.2,0.1,0.993,0.983,0.017,0.004,0.011
cmc,C5.0,0.2,0.2,0.988,0.972,0.028,0.004,0.011
cmc,C5.0,0.2,0.25,0.986,0.966,0.034,0.007,0.017
cmc,C5.0,0.2,0.3,0.982,0.958,0.042,0.009,0.022
cmc,C5.0,0.2,0.4,0.98,0.952,0.048,0.009,0.021
cmc,C5.0,0.2,0.5,0.975,0.939,0.061,0.011,0.026
cmc,C5.0,0.2,0.6,0.968,0.922,0.078,0.01,0.028
cmc,C5.0,0.2,0.7,0.965,0.916,0.084,0.01,0.029
cmc,C5.0,0.2,0.75,0.964,0.912,0.088,0.011,0.03
cmc,C5.0,0.2,0.8,0.961,0.906,0.094,0.012,0.035
cmc,C5.0,0.2,0.9,0.957,0.896,0.104,0.01,0.031
cmc,C5.0,0.2,1,0.952,0.885,0.115,0.009,0.031
cmc,C5.0,0.3,0.1,0.992,0.982,0.018,0.007,0.015
cmc,C5.0,0.3,0.2,0.984,0.963,0.037,0.009,0.019
cmc,C5.0,0.3,0.25,0.976,0.947,0.053,0.01,0.02
cmc,C5.0,0.3,0.3,0.971,0.935,0.065,0.017,0.035
cmc,C5.0,0.3,0.4,0.962,0.916,0.084,0.016,0.031
cmc,C5.0,0.3,0.5,0.957,0.903,0.097,0.016,0.033
cmc,C5.0,0.3,0.6,0.944,0.874,0.126,0.023,0.047
cmc,C5.0,0.3,0.7,0.936,0.857,0.143,0.023,0.048
cmc,C5.0,0.3,0.75,0.933,0.852,0.148,0.024,0.048
cmc,C5.0,0.3,0.8,0.931,0.846,0.154,0.023,0.046
cmc,C5.0,0.3,0.9,0.917,0.815,0.185,0.023,0.048
cmc,C5.0,0.3,1,0.908,0.796,0.204,0.025,0.05
cmc,JRip,0.1,0.1,0.998,0.994,0.006,0.003,0.009
cmc,JRip,0.1,0.2,0.995,0.987,0.013,0.007,0.017
cmc,JRip,0.1,0.25,0.995,0.986,0.014,0.006,0.016
cmc,JRip,0.1,0.3,0.995,0.986,0.014,0.006,0.016
cmc,JRip,0.1,0.4,0.992,0.979,0.021,0.005,0.015
cmc,JRip,0.1,0.5,0.989,0.972,0.028,0.007,0.02
cmc,JRip,0.1,0.6,0.986,0.965,0.035,0.01,0.03
cmc,JRip,0.1,0.7,0.984,0.958,0.042,0.012,0.037
cmc,JRip,0.1,0.75,0.982,0.955,0.045,0.012,0.035
cmc,JRip,0.1,0.8,0.981,0.951,0.049,0.012,0.038
cmc,JRip,0.1,0.9,0.977,0.942,0.058,0.013,0.04
cmc,JRip,0.1,1,0.977,0.942,0.058,0.013,0.04
cmc,JRip,0.2,0.1,0.997,0.992,0.008,0.004,0.01
cmc,JRip,0.2,0.2,0.992,0.981,0.019,0.007,0.017
cmc,JRip,0.2,0.25,0.99,0.976,0.024,0.006,0.015
cmc,JRip,0.2,0.3,0.989,0.974,0.026,0.006,0.014
cmc,JRip,0.2,0.4,0.984,0.962,0.038,0.005,0.012
cmc,JRip,0.2,0.5,0.978,0.949,0.051,0.006,0.016
cmc,JRip,0.2,0.6,0.971,0.933,0.067,0.01,0.026
cmc,JRip,0.2,0.7,0.965,0.917,0.083,0.012,0.031
cmc,JRip,0.2,0.75,0.96,0.906,0.094,0.008,0.021
cmc,JRip,0.2,0.8,0.957,0.9,0.1,0.008,0.021
cmc,JRip,0.2,0.9,0.948,0.878,0.122,0.01,0.027
cmc,JRip,0.2,1,0.94,0.86,0.14,0.013,0.035
cmc,JRip,0.3,0.1,0.993,0.983,0.017,0.005,0.014
